t,iq,id,vq,vd,ia,ib,va,vb,theta_e,omega,omega_obs,r,T_ass,S_pct,omega_seen,iq_ref
0,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00464105132025594,-0.00464105132025594,-0.0557772798034009,-0.027848879358281,0,0,0,0,0,0,0,0
0.01,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1840.73433749556,0,0,0,0,-0.00464105132025594
0.02,0.00507098267212411,-0.0144116856786916,-0.0861510126619239,-0.0557772798034009,0.00993445622726741,-0.0116068138966253,0.0914240543295475,0.0466341528805852,2.61705109019401,-0.144963141214248,1864.40310556736,0,0,0,0,-0.00464105132025594
0.03,-0.014392144410013,-0.0144507682160487,0.0306877288971363,-0.0555424231550755,0.0197157346915598,0.00521999313454124,0.0327060322203994,-0.0543784233975186,2.61705109019401,-0.144963141214248,1911.8425730805,0,0,0,0,-0.00464105132025594
0.04,-0.00464105132025594,-0.0339529543955646,-0.027848879358281,0.061651044589528,0.0317124167044273,-0.0129871127010315,-0.0394151136441573,0.054980543803333,2.61705109019401,-0.144963141214248,1911.8425730805,0,0,0,0,-0.00464105132025594
0.05,-0.0338943305892291,0.0538068834113513,0.0892243371513538,-0.289929358640676,-0.0295979112503254,0.0562847225999432,0.20626440892362,-0.222429784321439,2.61705109019401,-0.144963141214248,1911.8425730805,0,0,0,0,-0.00464105132025594
0.06,-0.00466059258894562,-0.0339138718581852,-0.0277315715262695,0.0614161879410689,0.0316883752575413,-0.0129506255150392,-0.039270582289921,0.0547613875567433,2.61705109019401,-0.144963141214248,1911.8425730805,0,0,0,0,-0.00464105132025594
0.07,-0.00464105132025594,-0.0339529543955646,-0.027848879358281,0.061651044589528,0.0317124167044273,-0.0129871127010315,-0.0394151136441573,0.054980543803333,2.61705109019401,-0.144963141214248,1911.8425730805,0,0,0,0,-0.00464105132025594
0.08,-0.00450426243872866,0.0145875570959815,-0.0285527263539493,-0.171561607648706,-0.0103705050754529,0.011204366408926,0.162795440930532,-0.0612069261888367,2.61705109019401,-0.144963141214248,1911.8425730805,0,0,0,0,-0.00464105132025594
0.09,-0.00462151005155514,-0.0339920369329662,-0.086502795445643,0.0618859012381206,0.031736458151327,-0.0130235998870446,-0.0102435600219148,0.10586627352487,2.61705109019401,-0.144963141214248,1911.8425730805,0,0,0,0,-0.00464105132025594
0.1,-0.0144116856786916,-0.0144116856786916,0.0308050367290811,-0.0557772798034009,0.0196916932446874,0.0052564803205128,0.0328505635745534,-0.0545975796439836,2.61705109019401,-0.144963141214248,1911.8425730805,0,0,0,0,-0.00464105132025594
0.11,-0.00466059258905667,-0.0339138718579631,-0.0277315715256028,0.0614161879397342,0.0316883752574047,-0.0129506255148319,-0.0392705822890997,0.0547613875554979,2.61705109019401,-0.144963141214248,1911.8425730805,0,0,0,0,-0.00464105132025594
0.12,-0.00464105132025594,0.0148025110530557,-0.086385487613498,-0.172735890898874,-0.0104880531567338,0.0114304169571636,0.192775433014042,-0.0117376701733253,2.61705109019401,-0.144963141214248,1911.8425730805,0,0,0,0,-0.00464105132025594
0.13,-0.0144116856786916,0.0733481521296223,0.0306877288974701,-0.407357683039212,-0.0562691525060928,0.0492080337056633,0.337221005768848,-0.230573224603825,2.61705109019401,-0.144963141214248,1911.8425730805,0,0,0,0,-0.00464105132025594
0.14,0.0246122279486158,-0.0729573267540602,-0.203458704122131,0.296037980075534,0.0508222747982429,-0.0578414183438236,-0.154341320395075,0.324365051676293,2.61705109019401,-0.144963141214248,1911.8425730805,0,0,0,0,-0.00464105132025594
0.15,0.00512958303817967,0.0342656146949792,-0.145156711533001,-0.289694501993815,-0.0322277055858365,0.0127208476621254,0.323442967145819,-0.0194427979578067,2.61705109019401,-0.144963141214248,1911.8425730805,0,0,0,0,-0.00464105132025594
0.16,-0.00464105132025594,0.053806883412651,-0.027848879358281,-0.289929358645882,-0.0442484290462678,0.0309644406840697,0.264896578880781,-0.121096637375208,2.61705109019401,-0.144963141214248,1911.8425730805,0,0,0,0,-0.00464105132025594
0.17,-0.00462151005143311,-0.0337380004385134,-0.0280834950239026,0.0607116179892906,0.0315165759425916,-0.0128963742811492,-0.0384844902056117,0.054713136130634,2.61705109019401,-0.144963141214248,1911.8425730805,0,0,0,0,-0.00464105132025594
0.18,-0.00456288624531933,0.0536700945306113,-0.0283181106873948,-0.289224788695294,-0.0441691772737166,0.0308282785243592,0.264521734483306,-0.120337632412658,2.61705109019401,-0.144963141214248,1911.8425730805,0,0,0,0,-0.00464105132025594
0.19,0.00512958303817967,0.0342656146956797,-0.086502795445643,-0.172501034252553,-0.0322277055864428,0.0127208476624762,0.192630901661724,-0.0115185139276909,2.61705109019401,-0.144963141214248,1911.8425730805,0,0,0,0,-0.00464105132025594
0.2,-0.0143921444098576,-0.0144507682163595,0.0305704210633259,-0.0555424231532079,0.0197157346917509,0.0052199931342511,0.0327647818888936,-0.0542768871757793,2.61705109019401,-0.144963141214248,1911.8425730805,0,0,0,0,-0.00464105132025594
0.21,0.0051100417694344,-0.0143530618724557,-0.0863854876132978,-0.0557772798034009,0.00986415274839262,-0.0116112618847516,0.0915414831967852,0.0468371035247355,2.61705109019401,-0.144963141214248,1911.8425730805,0,0,0,0,-0.00464105132025594
0.22,-0.00464105132025594,-0.0339529543955646,-0.027848879358281,0.061651044589528,0.0317124167044273,-0.0129871127010315,-0.0394151136441573,0.054980543803333,2.61705109019401,-0.144963141214248,1911.8425730805,0,0,0,0,-0.00464105132025594
0.23,0.0051100417693346,-0.0534551405747457,-0.145039403700057,0.17884451233213,0.0437090987170885,-0.0311942185362925,-0.0821614248616799,0.215107620696442,2.61705109019401,-0.144963141214248,1911.8425730805,0,0,0,0,-0.00464105132025594
0.24,-0.0339138718580518,0.0148415935903461,0.0893416449840311,-0.172970747547065,0.00413842319134117,0.0367871860597509,0.104971709438531,-0.16395654684396,2.61705109019401,-0.144963141214248,1911.8425730805,0,0,0,0,-0.00464105132025594
0.25,-0.0338747893208948,0.0151933364266269,0.0891070293208091,-0.174614744085477,0.0038143977343769,0.0369295165583258,0.106512175939979,-0.164576814597157,2.61705109019401,-0.144963141214248,1911.8425730805,0,0,0,0,-0.00464105132025594
0.26,0.0050905005004673,-0.0533183516927301,-0.144804788033968,0.178374799031076,0.043600487189499,-0.031108798424453,-0.081872362150662,0.214669308199403,2.61705109019401,-0.144963141214248,1911.8425730805,0,0,0,0,-0.00464105132025594
0.27,-0.0144116856786916,-0.0144116856786916,0.030687728896604,-0.0555424231540097,0.0196916932446874,0.0052564803205128,0.0327060322197435,-0.054378423396524,2.61705109019401,-0.144963141214248,1911.8425730805,0,0,0,0,-0.00464105132025594
0.28,-0.014372603141335,-0.0144898507534047,-0.0280834950221672,-0.0553075665067566,0.0197397761384314,0.0051835059485707,0.0619363355120537,-0.00339115745693225,2.61705109019401,-0.144963141214248,1913.96178161224,0,0,0,0,-0.00464105132025594
0.29,-0.00462151005138836,-0.0339920369332997,-0.0866201032787224,0.0618859012401251,0.0317364581515322,-0.013023599887356,-0.010184810353905,0.105967809746045,2.61705109019401,-0.144963141214248,1911.8425730805,0,0,0,0,-0.00464105132025594
0.3,-0.014333520603577,0.0343046972320361,0.0303358053988993,-0.289929358640671,-0.0225140949243808,0.0295867807442919,0.235756742908375,-0.171458602187889,2.61705109019401,-0.144963141214248,1911.8425730805,0,0,0,0,-0.00464105132025594
0.31,0.0636166003079656,-0.14121497838277,-0.379068528890381,0.647618383311873,0.0903689088776403,-0.125786335754939,-0.370704757989934,0.652441953281843,2.61705109019401,-0.144963141214248,1911.8425730805,0,0,0,0,-0.00464105132025594
0.32,-0.00464105132025594,0.0148025110536116,-0.027848879358281,-0.0555424231560109,-0.010488053157215,0.011430416957442,0.0620221171978369,-0.00371184992304879,2.61705109019401,-0.144963141214248,1911.8425730805,0,0,0,0,-0.00464105132025594
0.33,0.024631769217472,-0.0726446664535175,-0.203576011955142,0.294628840178118,0.0505418639565888,-0.0577017469988499,-0.153062884578921,0.323760867729012,2.61705109019401,-0.144963141214248,1911.8425730805,0,0,0,0,-0.00464105132025594
0.34,-0.0144507682160926,0.0344805686508876,0.0309223445611577,-0.173440460844916,-0.022607601558207,0.0297763441058361,0.134635606793382,-0.113626749643882,2.61705109019401,-0.144963141214248,1911.8425730805,0,0,0,0,-0.00464105132025594
