timestamp,iq,id,vq,vd,omega,r
0.0,0.0,0.0,0.0,0.0,0.0,2463.490647929161
0.01,0.0,0.0,-256.71328506832896,0.0,42.29888255495376,2463.490647929161
0.02,-23.084378296155833,-0.7089935806141581,-252.65373681979568,0.07160835164202997,96.04928594248764,2463.490647929161
0.03,-23.263518266845317,0.769010110025397,-249.68560070120313,-0.07696102753195094,180.04155995028734,2463.490647929161
0.04,-25.565822311099602,7.582864938029201,-243.39460537739234,-0.7659293752703605,266.04521176808964,2463.490647929161
0.05,-26.626510175177337,1.4628967845642773,-236.93950552171955,-0.15539545670843244,349.0601663234923,2463.490647929161
0.06,-25.720455031196302,-7.040547144882954,-230.89777892303147,0.7019894833811736,429.1901047384055,2463.490647929161
0.07,-20.82206010561353,-16.659919689762262,-225.4684965861302,1.6805866575588668,506.5349221732213,2463.490647929161
0.08,-25.894030989662124,-2.6951589255001407,-219.2382152026965,0.28680574005815473,557.7034031333721,2463.490647929161
0.09,-20.120801417416793,-17.06254653626016,-216.66466015036227,1.740607047670417,622.7536671114958,2463.490647929161
0.1,-23.869910740885334,-7.19997934710353,-211.68184689046353,0.7615503081018573,692.699101858636,2463.490647929161
0.11,-13.140906060480953,-20.417801882688778,-207.5980592864645,2.103750363543071,748.5197645503386,2463.490647929161
0.12,-20.190611240774416,-16.627205991098496,-203.08596886311358,1.7413179803751413,806.8027587150367,2463.490647929161
0.13,-20.317085072259367,-11.264731269546381,-198.96151724323246,1.2163352394894762,869.6742150161488,2463.490647929161
0.14,-3.907178021723396,-22.243086420506824,-195.9853490153695,2.3364138410060273,869.5190677874909,2463.490647929161
0.15,-7.592940700600016,-24.217464659062024,-197.29875964695515,2.5580691295206095,923.0933440764337,2463.490647929161
0.16,-8.432805182483474,-20.520558032081947,-193.46936543540588,2.2088990248546834,937.871890058383,2463.490647929161
0.17,-11.218118781692008,-22.57989397486081,-193.30743596088394,2.437412513107431,988.9533051946513,2463.490647929161
0.18,-9.809338761253183,-19.25044848293575,-189.8849199617373,2.12371841239786,1011.8248100925989,2463.490647929161
