timestamp,iq,id,vq,vd,omega,r
0.0,0.0,0.0,0.0,0.0,0.0,410.10576525971896
0.01,0.0,0.0,-42.809619299817115,0.0,42.29888255495376,410.10576525971896
0.02,-23.084378296155833,-0.7089935806141581,-36.630139055636455,0.07160835164202997,88.3255094734345,410.10576525971896
0.03,-23.004750037244133,-2.02853314090193,-32.34829522312591,0.2055908408117091,136.78693269784765,410.10576525971896
0.04,-22.85339995723778,-3.5387509900893677,-27.781788140752294,0.3601513767205422,189.1497886699357,410.10576525971896
0.05,-22.533430214603662,-5.816517886832667,-22.789906710348298,0.5937445842817048,242.8550941159661,410.10576525971896
0.06,-19.77979347914055,-5.6640056245086035,-17.856143330323665,0.5841573636738071,289.5040191199995,410.10576525971896
0.07,-14.321597888062144,-4.905534233168252,-13.857237707739769,0.5132157587729402,325.8423850039165,410.10576525971896
0.08,-9.862777283283405,-3.3740578981274107,-10.757535457526323,0.3634421831669835,350.1872465480165,410.10576525971896
0.09,-6.920362740254322,-1.5304095230619565,-8.684116842442183,0.1806077551835,363.11420752279565,410.10576525971896
0.1,-5.664860847263202,0.07761040912381278,-7.572113103159147,0.019728151555799257,364.1181296120751,410.10576525971896
0.11,-4.348871628437626,-5.769080727877627,-7.658773508093338,0.6101663459838209,368.23754698288764,410.10576525971896
0.12,-3.701475120467549,-4.057286557505365,-7.363549392190642,0.44304421550410006,376.85414408206515,410.10576525971896
0.13,-2.8676209636781214,-2.627832749520176,-6.6294620413101075,0.3027266674551013,384.91907326029394,410.10576525971896
0.14,-2.264884802949488,-0.8721072350136807,-5.919959676838608,0.12802622323946547,389.2211464897151,410.10576525971896
0.15,-2.3778369669743085,0.7032538007422021,-5.510754956152035,-0.030213134136865036,387.8703735678777,410.10576525971896
0.16,-2.5838341212456752,-5.203314021654856,-5.658676700461072,0.5656469621244957,385.1400215410684,410.10576525971896
0.17,-1.7828533987406932,-3.8793085885396854,-6.048788455703715,0.4371257274015183,388.2041055607007,410.10576525971896
0.18,-1.5104956511767331,-2.535991436636114,-5.803799737468597,0.3053300036477973,392.7961113982368,410.10576525971896
0.19,-1.3101252554742508,-0.8329687611117259,-5.394424047905825,0.13586070485647014,395.34303158949484,410.10576525971896
0.2,-1.6671993520346353,0.7457864791886092,-5.130906080163897,-0.02276060565275196,394.09497029193403,410.10576525971896
0.21,-2.4149045526020694,-4.020866417679929,-5.20832491516939,0.4579255504517818,389.66675072685643,410.10576525971896
0.22,-1.3695856354337763,-4.0186613252312675,-5.78854015979209,0.4617237025321469,391.36558662383817,410.10576525971896
0.23,-1.2615316203554094,-2.609522465761765,-5.660731074683851,0.32341933905095843,395.23656543264616,410.10576525971896
0.24,-1.1104216669751734,-0.9247281899689579,-5.316289701080936,0.15586463966164665,397.5650142082856,410.10576525971896
0.25,-1.482977244718812,0.6796750982888059,-5.071031570287836,-0.00525536426241853,396.57534515440545,410.10576525971896
0.26,-2.4713124927058034,-2.0296118372373977,-5.096009714201513,0.26770294112743925,391.50002467673676,410.10576525971896
0.27,-1.2401275322247838,-4.280729892326423,-5.757816788156878,0.49709547652866826,392.73219471181847,410.10576525971896
0.28,-1.251355391951836,-2.6979152409892073,-5.663389072487255,0.3415119266359359,396.47760851800984,410.10576525971896
0.29,-1.07685456777734,-1.0288365550318364,-5.332635325982565,0.17563289459523057,398.90274027353985,410.10576525971896
0.3,-1.4231872946140196,0.6027163978331258,-5.079052651859023,0.011874882910901233,397.8378463713322,410.10576525971896
0.31,-2.487468869558156,1.289990372708712,-5.102679458598853,-0.058142504949366125,392.48402100739924,410.10576525971896
0.32,-1.1582955271975415,-4.679205513904414,-5.801233431990793,0.543456289225851,393.538124273065,410.10576525971896
0.33,-1.3190268749174945,-2.7721814410928576,-5.708788350374558,0.3555260633857881,397.34052233716415,410.10576525971896
