,Unnamed: 0,t,iq,id,vq,vd,ia,ib,va,vb,theta_e,omega,omega_obs,r,omega_ekf,omega_meta
0,140,0.0,0.0051295830381796,-0.0244754390737535,-0.086502795445643,0.0630601845104697,0.0186158264442818,-0.0166976269510065,-0.0112599651651588,0.106454373676635,2.61705109019401,-0.144963141214248,108.806281939576,-0.144963141214248,-3.17156617695623,-3.7360284
1,141,0.01,-0.0045824275150391,-0.0042306846837385,-0.0282008028491992,0.0595373347841256,0.0059568386553348,0.0018475410842838,-0.0374093354546722,0.0542265722259507,2.61705109019401,-0.144963141214248,108.806281939576,-0.144963141214248,-1.95377971446647,-3.1654816
2,142,0.02,-0.0141185666411883,0.0634602701512901,0.0290454192059386,-0.289224788664089,-0.0478574591943368,0.044002311429501,0.235793146192787,-0.169988843643172,2.61705109019401,-0.144963141214248,103.92331297237,-0.144963141214248,-3.40343103760024,11.056978
3,143,0.03,0.0048364640112063,0.0151933364235886,-0.143397094073071,-0.0571864196779453,-0.0155728272160315,0.0034228509040955,0.121313508610601,0.0954779860112733,2.61705109019401,-0.144963141214248,101.787014049217,-0.144963141214248,-5.9878082337162,39.664536
4,144,0.04,0.0050709592305011,-0.0726251251755572,-0.0861508719399465,0.295098553445944,0.0603213215516769,-0.040761030415606,-0.212277865565688,0.222358352154303,2.61705109019401,-0.144963141214248,98.7351584447133,-0.144963141214248,-4.35852877522036,51.095573
5,145,0.05,-0.0142358142619739,0.0147829697854702,0.0297492662499188,-0.0550727098639905,-0.0056659258894984,0.0197254122186142,0.0327694675277904,-0.05333089359946,2.61705109019401,-0.144963141214248,98.7351584447133,-0.144963141214248,-11.9364971090322,48.504612
6,146,0.06,-0.0337770829719952,0.0436845062012141,0.0887551058029143,-0.171091894295749,-0.0208951704744081,0.0511137874451345,0.103639209552471,-0.162507905478882,2.61705109019401,-0.144963141214248,98.7351584447133,-0.144963141214248,-6.31463869856057,75.73118
7,147,0.07,0.0050123354266787,-0.0239478248141271,-0.0857989484573989,0.0609464746479795,0.0182178675190213,-0.0163319050578016,-0.009782933944672,0.104786576105179,2.61705109019401,-0.144963141214248,103.92331297237,-0.144963141214248,-6.50995531135474,66.66649
8,148,0.08,-0.0045238037041872,-0.0920491462738691,-0.0285527263739457,0.411822307861319,0.0819390666755274,-0.0421841140957783,-0.342154621938275,0.230961222117231,2.61705109019401,-0.144963141214248,106.975168576873,-0.144963141214248,-5.6987777482375,71.83945
9,149,0.09,0.0050709592322779,-0.0232443391427016,-0.086150871950613,0.174147379378894,0.0175796031911084,-0.0160303300452463,-0.10758813838981,0.161784038026631,2.61705109019401,-0.144963141214248,106.975168576873,-0.144963141214248,-16.9474417651665,73.00198
10,150,0.1,0.0050709592299674,-0.0720975108979111,-0.0861508719367427,0.409004027970364,0.0598646431012875,-0.0404967926080804,-0.310869161957534,0.279404065423651,2.61705109019401,-0.144963141214248,103.92331297237,-0.144963141214248,-14.2958178649841,72.0654
11,151,0.1100000000000001,-0.0045824275141763,-0.0045238037080967,-0.0282008028543789,0.0609464746440238,0.0062105488890137,0.0017007423112396,-0.0386290215660475,0.054932292379037,2.61705109019401,-0.144963141214248,101.787014049217,-0.144963141214248,-25.5942732247659,74.62944
12,152,0.1200000000000001,-0.0046410513202559,-0.0048755465361504,-0.027848879358281,0.0623556145097215,0.0065443609239934,0.0015753258329394,-0.040024956692698,0.0553334038727487,2.61705109019401,-0.144963141214248,98.7351584447133,-0.144963141214248,-24.3311763583125,75.91789
13,153,0.1300000000000001,-0.0045824275139984,-0.0042306846764533,-0.0282008028554468,0.0595373347466011,0.0059568386485078,0.0018475410870315,-0.0374093354190638,0.0542265722125655,2.61705109019401,-0.144963141214248,98.7351584447133,-0.144963141214248,-30.7756374753569,78.42385
14,154,0.1400000000000001,-0.0141771904620854,-0.0720975109628825,0.0297492662755105,0.292280273841396,0.0695044294183352,-0.0238364868987204,-0.26788316671105,0.120629127135997,2.61705109019401,-0.144963141214248,101.743448364083,-0.144963141214248,-29.5509828945027,75.58805
15,155,0.1500000000000001,-0.0046410513202559,-0.0038203180301601,-0.027848879358281,0.0574236248908456,0.0056310040653534,0.0021038014223755,-0.035756055199259,0.0528633832979329,2.61705109019401,-0.144963141214248,103.892896409819,-0.144963141214248,-32.5660413810918,76.4637
16,156,0.1600000000000001,-0.0046410513202559,0.130799482198266,-0.027848879358281,-0.63657777244781,-0.110889652028926,0.0695235857360315,0.564939370072749,-0.294703798071782,2.61705109019401,-0.144963141214248,106.931829796189,-0.144963141214248,-33.421874268595,89.95604
17,157,0.1700000000000001,0.005012335424953,-0.0727423727962405,-0.0857989484470394,0.295803123423467,0.0604521654095887,-0.0407690078825962,-0.213063957669915,0.222406603597397,2.61705109019401,-0.144963141214248,106.975168576873,-0.144963141214248,-36.3078656414271,85.19588
18,158,0.1800000000000001,-0.0045824275157486,-0.0047582989292706,-0.0282008028449404,0.0623556145161358,0.0064135170785504,0.0015833032939175,-0.0398487076953156,0.0556380125255874,2.61705109019401,-0.144963141214248,101.787014049217,-0.144963141214248,-34.9295676813386,83.96618
