t,iq,iq_ref,id,vq,vd,ia,ib,va,vb,theta_e,omega,r
0,0,0,0,0,0,0,0,0,0,0,0,1000
0.001,1.19200817750377,4.46728229522705,-0.030064106889555,4.03176102530468,0.0424547245166283,-0.0309805716719679,1.19198471044633,0.0393548986566591,4.0317924749113,0.000768848549758296,2.94762114982417,1000
0.002,1.96689925002077,4.46728229522705,-0.0605374018011217,3.83141509466694,0.0820025602360648,-0.0709298378665693,1.96655190494665,0.0617558565318872,3.8317949138375,0.0052841189452274,9.92235596342774,1000
0.003,2.5410064882548,4.46728229522705,-0.0827196503824094,3.69761190476865,0.111546088128008,-0.123462849947635,2.53935295667916,0.0522277277068549,3.69892532940611,0.0160391509915499,19.8148720580776,1000
0.004,2.9530951529921,4.46728229522705,-0.0838040644490443,3.62777147256346,0.12222304505549,-0.186715985987367,2.94837773095992,-0.00433746619973868,3.62982720198564,0.0348731558265073,31.839011026326,1000
0.005,3.23476047761105,4.46728229522705,-0.057174277659759,3.6193914117556,0.106598171906677,-0.26106448944076,3.22471542587767,-0.121875262513239,3.618909197829,0.0631080731873888,45.3643195309765,1000
0.006,3.41470368575081,4.46728229522705,-0.0810916958861901,3.66677168602434,0.148697764711743,-0.42719698906005,3.38884639031631,-0.224173642174107,3.66293213161457,0.101654927669333,59.8965427732825,1000
0.007,3.51752561706473,4.46728229522705,-0.150154459166482,3.76341894910905,0.242110936111564,-0.677932092436826,3.45484310879068,-0.327150313124505,3.75698184245285,0.151103041463924,75.0519029866749,1000
0.008,3.5567167805393,4.46728229522705,-0.163142950190238,3.90971642057051,0.287356103745588,-0.907192398140316,3.44294232189897,-0.540967990712484,3.88275799563442,0.211800569882064,90.544331949558,1000
0.009,3.54452253648046,4.46728229522705,-0.127629363885312,4.10484190423613,0.281863342700948,-1.11536772348374,3.36688047123066,-0.879217261329201,4.01947148392823,0.28390614672883,106.142999660986,1000
0.01,3.56073198568415,4.46728229522705,0.00557528425135378,4.27687458173197,0.165928337804812,-1.27387388123734,3.32506972744482,-1.38147468147665,4.05101420703392,0.367429232033205,121.699563337788,1000
0.011,3.51650370985722,4.34275054931641,0.164237358820902,4.35969357623039,-0.00692938470668836,-1.42169181382247,3.22049136592263,-1.95102366720919,3.89877964817024,0.462393386226094,137.354746248571,1000
0.012,3.56013748044764,4.34275054931641,0.369580056982789,4.47739220127184,-0.2726541815048,-1.60644233409025,3.1985170509863,-2.64164384036165,3.62534123185409,0.568882875731688,153.17065719859,1000
0.013,3.53359717451148,4.34275054931641,0.310346821634959,4.66419012658313,-0.286859493430341,-2.00124014830065,2.9287645877134,-3.18003464416958,3.42408200365703,0.687035987673829,169.206733097842,1000
0.014,3.62161943627365,4.34275054931641,0.320946325905027,4.73145744018332,-0.359564285161274,-2.42103960945422,2.71250826630276,-3.69598582437745,2.97584689952802,0.817070479545063,185.653994405498,1000
0.015,3.57838027205707,4.34275054931641,0.364807749014302,4.92975365547957,-0.471860196036028,-2.72057500631802,2.35294744951642,-4.30739391865029,2.4436613468097,0.95932849367594,202.460828976177,1000
0.016,3.53527867754379,4.34275054931641,0.3355172313387,5.13124736182062,-0.523474141855166,-3.02486565904806,1.86036418078092,-4.83607801396407,1.79334160388792,1.11402518536796,219.63862674345,1000
0.017,3.62694979911705,4.34275054931641,0.0717462082288238,5.19138284413424,-0.297181814759464,-3.45583728025574,1.10322303098922,-5.06051325449707,1.19581707064856,1.28156662539113,237.542780140142,1000
0.018,3.76192801590317,4.34275054931641,-0.0351745236850365,5.19285508148047,-0.191232440606379,-3.74365535096423,0.372000345632188,-5.18306711368317,0.371657152028278,1.46240338457986,255.931638945102,1000
0.019,3.92188214206495,4.34275054931641,0.0318767898384649,5.13267692052636,-0.254987185328278,-3.9100937207861,-0.305520475005308,-5.09173263770768,-0.695449193894136,1.6569020003693,274.705123883578,1000
0.02,3.98846005161616,4.34275054931641,0.179104390128071,5.14221878468489,-0.423761410454614,-3.8688731428308,-0.985754822754439,-4.79809995939798,-1.89742576723879,1.8651547462461,293.384168194048,1000
0.021,3.92765917442167,4.18892669677734,0.161238627208027,5.09621244443968,-0.436548626184301,-3.49565173797051,-1.79803320663063,-4.21699742681868,-2.89463101000627,2.08689709530362,311.43210237443,1000
0.022,3.85943601932668,4.18892669677734,0.333309799415408,5.22372738241903,-0.654837943747265,-3.04920565645056,-2.38928580842318,-3.37256908222459,-4.04251385699892,2.32159094091916,328.750421482648,1000
0.023,3.74075702995434,4.18892669677734,0.253746080337903,5.42121714509419,-0.629912898390494,-2.24089812335859,-3.00599830857696,-2.40920335680498,-4.89715476367467,2.5687225743625,345.361580740337,1000
0.024,3.62290445716124,4.18892669677734,0.397785359269282,5.64061380680322,-0.835373553893856,-1.49660737851285,-3.32322678316552,-0.946446237778177,-5.62304300277349,2.82780896637588,361.409383093314,1000
0.025,3.53180118948058,4.18892669677734,0.319503013573066,5.85461500795946,-0.824106866136142,-0.471257272604332,-3.51477145782144,0.571290922429155,-5.88466615027453,3.09852751761378,377.163398709635,1000
0.026,3.43096030643233,4.18892669677734,0.402231678230103,6.09863552927957,-0.982136724858933,0.42204201790207,-3.42857980546044,2.39899464323293,-5.69234332828295,-2.90241033785339,392.885013629643,1000
0.027,3.37438321178489,4.18892669677734,0.406812971506276,6.31187404025763,-1.06271074824369,1.36440151364688,-3.11293548974591,4.12279016494698,-4.89609122569497,-2.60853026460543,408.995134404285,1000
0.028,3.18805639884025,4.18892669677734,0.406000883776283,6.6814441216102,-1.15062304058432,2.10026237019931,-2.43257852825724,5.73926823796216,-3.60921446085457,-2.30270780878012,425.276163900146,1000
0.029,3.24289182934888,4.18892669677734,0.303059994153888,6.83464999152905,-1.11778347969788,2.84635192296072,-1.5831846094414,6.70618342829236,-1.72886790712606,-1.98521588732221,440.830621904161,1000
0.03,3.38946921149777,4.18892669677734,0.261103830594205,6.862172041773,-1.12891616165585,3.35473671355821,-0.549925748394233,6.93356280789784,0.538111159403557,-1.65639440872115,456.300610024547,1000
0.031,3.55232601527773,4.05308055877686,0.287395945069748,6.67887618836832,-1.21308574105074,3.51020730721743,0.616491044881291,6.15810007266935,2.85600554090563,-1.31621351832671,471.82694455966,1000
0.032,3.51225415840536,4.05308055877686,0.365121863656366,6.81953626633805,-1.35878404995713,3.09453537464809,1.70090977526947,4.83046635611067,5.00189601699203,-0.964637779421864,487.334641680421,1000
0.033,3.47791058287593,4.05308055877686,0.388858461435355,6.95930472055996,-1.45471754402663,2.28927276210026,2.64694222570423,2.74018147903509,6.56045202622961,-0.601720704024459,502.807230102373,1000
0.034,3.32393988511149,4.05308055877686,0.430993652348774,7.23940591594615,-1.57137336630812,1.16939948017355,3.14115213639355,0.101488204029178,7.40728779085986,-0.227442985782479,518.333266381349,1000
0.035,3.33578612739263,4.05308055877686,0.291339695579885,7.37788257585341,-1.50265252133539,-0.238116058453516,3.34000728272144,-2.64682870137924,7.04878810353326,0.158288249107441,534.274268808615,1000
0.036,3.29203843740068,4.05308055877686,0.108352839631222,7.56957058009434,-1.3607143584475,-1.6456261171737,2.85327392545046,-5.15120717886594,5.71095499305632,0.556050280370599,550.790897620917,1000
0.037,3.28912442499309,4.05308055877686,0.0401744962616218,7.72495162018895,-1.30956607330549,-2.68192535117766,1.90452878265113,-7.09768542936215,3.31853919374668,0.965514491007908,566.17888943611,1000
0.038,3.30945666614321,4.05308055877686,0.0460420819175023,7.85610495930122,-1.32522446427995,-3.2446103862915,0.653549339802531,-7.9658413646527,0.141337770859024,1.3859412378858,580.80764141679,1000
0.039,3.34658346571428,4.05308055877686,0.133479528564848,7.96501098036513,-1.43239037318707,-3.27819384115844,-0.686209018688191,-7.37569419354298,-3.33050705777248,1.81700644558267,595.313296110384,1000
0.04,3.4007185088172,4.05308055877686,0.23964466048393,8.04747062021634,-1.57261103185849,-2.77915692137913,-1.97448797055359,-5.21779628422345,-6.32530558764651,2.25886246239196,610.372878639411,1000
0.041,3.24923220084827,3.70218276977539,0.187291317587107,7.92154357000102,-1.56616874348328,-1.52336240348621,-2.87610064502574,-1.87487299071098,-7.85420831995122,2.71207566937656,626.226966815722,1000
0.042,2.95607114517162,3.70218276977539,0.119936066470955,8.33355960681803,-1.53631109645379,-0.0154285607318839,-2.95846298521217,1.82976163810556,-8.27408241759734,-3.1062571126328,641.713304801505,1000
0.043,2.89901161717076,3.70218276977539,-0.0275085534370587,8.55702934870112,-1.39854470885697,1.44102441801196,-2.51564578263644,5.40273144031447,-6.78153165302955,-2.63088325058208,655.052086918681,1000
0.044,3.05848293062529,3.70218276977539,0.0110320629561458,8.53869208008705,-1.43595154672977,2.56052876072671,-1.672761790821,7.94626406917967,-3.43920145178514,-2.14587222490917,668.255856505175,1000
0.045,3.01705789180361,3.70218276977539,0.0453591676664835,8.71199249229886,-1.47759387616594,3.0036881364807,-0.287320997058909,8.80246842631611,0.773722464752516,-1.65112912676731,681.60409288275,1000
0.046,2.97130477248437,3.70218276977539,0.137165567629367,8.90148322471434,-1.58708588767047,2.76430554469996,1.09821732797863,7.45881563763358,5.11090153480835,-1.1465019315812,695.333686809646,1000
0.047,2.81582804842672,3.70218276977539,0.273709014140361,9.22129367918144,-1.77313309120173,1.88334835148492,2.11111421047923,4.01301616655502,8.48952055912431,-0.631540121530038,709.621081755272,1000
0.048,3.0120970324766,3.70218276977539,-0.0432987457132206,9.19311627963159,-1.47285383584313,0.27677661932083,2.99966631768135,-0.488383592917271,9.29753552393076,-0.106382578609347,723.183396413155,1000
0.049,3.28861960528448,3.70218276977539,-0.00665674622961543,9.02439712649322,-1.50189324960257,-1.37351390871928,2.9880633800317,-5.11838187137214,7.58271678547141,0.428839628087858,737.188400211659,1000
0.05,3.27076809944994,3.70218276977539,0.137739529601736,9.1279057996814,-1.66380348639994,-2.628910191529,1.95082734840099,-8.48690644313675,3.74957669006221,0.974479157882887,751.544606168239,1000
0.051,2.9163291020769,3.45284748077393,0.333730231306059,9.30734667260944,-1.90706039979473,-2.90057639482898,0.450563954027823,-9.37641674298451,-1.53179323489792,1.53063132299803,765.759158135755,1000
0.052,2.79888060439681,3.45284748077393,0.106084954419834,9.55130097547305,-1.72996429966324,-2.47337042597692,-1.31431555994961,-7.38955652713861,-6.29401152957356,2.09712119945677,779.765749707109,1000
0.053,2.94392990760036,3.45284748077393,0.0618058957074905,9.52556835758391,-1.6965390465143,-1.38316438407046,-2.59949986656031,-2.78285892736847,-9.26662794449615,2.67359613601201,793.001978189192,1000
0.054,3.12709418895931,3.45284748077393,0.0834702033001111,9.42817665238285,-1.72710730845937,0.285664338798356,-3.11513743308396,2.82625540140646,-9.15891342078806,-3.02346017049399,806.262678353423,1000
0.055,3.11254792430588,3.45284748077393,0.256062336797798,9.50564447757038,-1.9404828353687,1.84537381951948,-2.51954717512082,7.69281756558361,-5.91128653264017,-2.4273532680863,820.239123792355,1000
0.056,2.81000894134396,3.45284748077393,0.232647807031742,9.91094865613733,-1.9749646033881,2.66501571669636,-0.920850955535728,10.0914091705384,-0.539304554031323,-1.8208819789773,834.441756432178,1000
0.057,2.70031873431839,3.45284748077393,0.0848937031537023,10.1623871626262,-1.86239144441157,2.55135290761436,0.888553064568342,8.81977243791898,5.38091338702378,-1.20423780259733,847.670812652128,1000
0.058,2.74154960802031,3.45284748077393,0.124898836825974,10.2706168264444,-1.91587908159653,1.60344528525714,2.22725328372492,4.01098043359906,9.64718604631568,-0.578444417020445,859.666452881077,1000
0.059,2.85883276642233,3.45284748077393,0.204269430033852,10.2866057593864,-2.02796065327525,0.0434579362678018,2.86579172205372,-2.60223281959051,10.1565381313182,0.0561676017463698,871.953173857421,1000
0.06,2.80585701605509,3.45284748077393,0.181441564153625,10.4525166748333,-2.04863803595349,-1.66947440293551,2.2624344971051,-8.30254476300201,6.67231392384774,0.700294274087915,885.698945836147,1000
0.061,2.50698038814791,2.80856084823608,-0.0162267936198873,10.1463489359608,-1.86152098913156,-2.45198315005395,0.522486944565067,-10.3093923522058,0.360674994323541,1.35437633552018,898.407547697379,1000
0.062,2.45817933151944,2.80856084823608,-0.12438701636715,10.2644809123934,-1.7395587147178,-2.16382612037402,-1.17301929930297,-8.50881373030471,-5.99881003414983,2.01699916803662,909.344840179375,1000
0.063,2.55130588373454,2.80856084823608,-0.019923469663657,10.2348415119177,-1.8279100217101,-1.10107697506993,-2.30156211126112,-2.8462000720543,-9.99961904131255,2.68756149669955,920.353095184295,1000
0.064,2.46467746858514,2.80856084823608,0.158180269653789,10.3753202530665,-2.02307346965413,0.3957517948163,-2.43783439526944,4.28711693558956,-9.66233538011855,-2.91656813774636,932.52252314173,1000
0.065,2.14437411675145,2.80856084823608,-0.0317255507729802,10.8012569396389,-1.84957181515825,1.71606137000513,-1.28626600574746,9.67719619244514,-5.14197833799891,-2.22880016948498,943.507522058686,1000
