timestamp,iq,id,vq,vd,omega,r
0.0,0.0,0.0,0.0,0.0,0.0,101.48829830457228
0.01,0.0,0.0,-11.634327119534797,0.0,17.757989410765102,101.48829830457228
0.02,-11.612760225134796,-0.2503926484896628,-8.783157331540046,0.025289657497455945,32.69381767280523,101.48829830457228
0.03,-8.65083105073463,-0.5034730482436995,-7.659684451400191,0.05110117052110332,45.46607345121864,101.48829830457228
0.04,-7.425466358313869,-0.6685165735348719,-6.567353268305549,0.06827403962375543,56.58222747032246,101.48829830457228
0.05,-6.228106414839132,-0.7724518312040305,-5.627902325078322,0.07944001722187533,66.30340724780245,101.48829830457228
0.06,-5.179996616621275,-0.8295090656255377,-4.80434135217766,0.08597524972965158,74.76547336388171,101.48829830457228
0.07,-4.244816140765354,-0.8457391999647775,-4.08786373270279,0.08844400236354034,82.04086262510494,101.48829830457228
0.08,-3.416266192132255,-0.8266119422814907,-3.4729368257637434,0.08735788853749314,88.18338140646176,101.48829830457228
0.09,-2.6924620643407504,-0.7770820712104692,-2.9553976606040018,0.08318198350160147,93.25616312518788,101.48829830457228
0.1,-2.0735145403600317,-0.702408320480189,-2.5298877166711393,0.07641701674905363,97.34478622057325,101.48829830457228
0.11,-1.5577374348115065,-0.6076385344267418,-2.18889970005132,0.06754767667813566,100.55763712061453,101.48829830457228
0.12,-1.1408728136257809,-0.49782925288414104,-1.9227984647064877,0.05706457777675972,103.01770076074416,101.48829830457228
0.13,-0.8156946117274526,-0.37761738651821974,-1.7206699526281835,0.045421008526685805,104.8506752717679,101.48829830457228
0.14,-0.572818280572055,-0.2510850462883943,-1.5714282016080274,0.033018859549991654,106.17381111415614,101.48829830457228
0.15,-0.40184872118960346,-0.12165656160875599,-1.4648261040001496,0.020197667643636584,107.08806580760543,101.48829830457228
0.16,-0.2927023851365035,0.0076150075726322125,-1.3921237203434667,0.007262895717925129,107.67441729328628,101.48829830457228
0.17,-0.23624900090766532,0.13417175416535287,-1.3464118159670744,-0.005526950695512291,107.99352444345614,101.48829830457228
0.18,-0.2248329037781987,0.25573191297002207,-1.3226125412193923,-0.017938698488949235,108.08746263580355,101.48829830457228
0.19,-0.2523521799364251,0.37015145610381633,-1.3173150075268443,-0.029750804258432476,107.98231641467062,101.48829830457228
0.2,-0.31411090386092705,0.4755383413560948,-1.3285453981089508,-0.04076503112501642,107.69066849190281,101.48829830457228
0.21,-0.4066242307321558,0.5700548650497053,-1.3555498627799905,-0.05078673835942717,107.21353208041776,101.48829830457228
0.22,-0.5273687950831196,0.6519609797596801,-1.3986368643059883,-0.05962931081018435,106.54152831954099,101.48829830457228
0.23,-0.67468763851343,0.7197875471030828,-1.4590784792521316,-0.06713175509162768,105.65520990630753,101.48829830457228
0.24,-0.8476483338155345,0.7721659246207644,-1.5391015766139917,-0.07314175876801662,104.59405662426767,101.48829830457228
0.25,-0.8618429011167372,-1.1894625838641086,-1.6535327624670204,0.12421055466433481,104.02550211556573,101.48829830457228
0.26,-0.9040486787059289,-0.9193374769562505,-1.716429841871041,0.09811738145050525,104.07794529806382,101.48829830457228
0.27,-0.8749537397819812,-0.863729149622734,-1.7243337972231456,0.09342027786677631,104.5716969181191,101.48829830457228
0.28,-0.7989907588918039,-0.7751872211413523,-1.6923753997913837,0.08534127223977951,105.33440900912687,101.48829830457228
0.29,-0.6901151265957652,-0.6782184004915327,-1.6361575827730488,0.07632260857528908,106.21566112759143,101.48829830457228
