timestamp,iq,id,vq,vd,omega,r
0.0,0.0,0.0,0.0,0.0,0.0,2192.7194107759624
0.01,0.0,0.0,-229.7882243572642,0.0,42.29888255495376,2192.7194107759624
0.02,-23.084378296155833,-0.7089935806141581,-225.46181787026597,0.07160835164202997,95.07705828271389,2192.7194107759624
0.03,-23.229788190236814,0.4169772628119559,-222.32842351882056,-0.04140570996339339,174.44140003872545,2192.7194107759624
0.04,-25.360540249188087,6.929502937753287,-216.25632407268637,-0.6995877803952798,260.4183463010897,2192.7194107759624
0.05,-26.611003722524305,1.7220894259324844,-209.52369897080703,-0.18056851863913204,343.628842339336,2192.7194107759624
0.06,-25.826725132351612,-6.64013403848662,-203.18870216065207,0.6622939618412651,423.9475420377321,2192.7194107759624
0.07,-21.169447475004752,-16.216214253460194,-197.4544608381774,1.6361181975920827,501.47454600238603,2192.7194107759624
0.08,-26.002326079083307,-2.0396185107113274,-190.96795296581035,0.2204982418279073,557.8718823758255,2192.7194107759624
0.09,-20.769444979631682,-16.38361986694129,-187.54978331878272,1.6712819973178452,622.9590242883714,2192.7194107759624
0.1,-24.074952220604136,-6.4741102428837385,-182.34035224511047,0.6868051451549736,692.8965729203528,2192.7194107759624
0.11,-13.747269528702603,-20.012336601102298,-177.94953468752172,2.060640117577932,748.7101269124964,2192.7194107759624
0.12,-20.677593091721295,-16.016777685062145,-173.1825307174084,1.6771010036589789,798.2613387403644,2192.7194107759624
0.13,-18.153603918447118,-12.600143772175388,-169.94012940806627,1.3480377561424783,860.5040026788981,2192.7194107759624
0.14,-4.856040530916783,-22.221660067160308,-166.4569462880223,2.3324110457081306,863.9163129228979,2192.7194107759624
0.15,-8.852562702812415,-23.803068871248662,-167.11999102479396,2.514354994988215,917.6964060898116,2192.7194107759624
0.16,-9.63352326471027,-20.038208915576828,-163.0132115466821,2.157907208336608,942.9629892084323,2192.7194107759624
0.17,-12.541698118114354,-21.890588135076893,-161.51687411725797,2.3650357184216917,993.8787355475422,2192.7194107759624
0.18,-10.755180745731595,-18.688835471247472,-157.87592143205725,2.0635492875099968,1021.0956049784108,2192.7194107759624
0.19,-12.50250371976329,-21.718322011022945,-156.222492710003,2.388216263498567,1069.1733798503176,2192.7194107759624
0.2,-8.807586660923072,-18.96663886620719,-152.98277774700446,2.132014587883199,1083.5081005316795,2192.7194107759624
0.21,-8.921303215159288,-23.20892967527279,-152.7220531619096,2.579452598465031,1129.2689924903825,2192.7194107759624
0.22,-4.321659221422678,-19.939220032998367,-149.74885112952518,2.2724208542705875,1123.8345832952095,2192.7194107759624
0.23,-2.5254945876376627,-24.620537102124658,-151.6220779736196,2.7651730982853415,1168.103728341908,2192.7194107759624
0.24,1.905047380874569,-19.987147186371516,-148.74851450093323,2.321821253896399,1151.032159151435,2192.7194107759624
0.25,5.509588022680034,-24.065559599335554,-151.9471259175673,2.7537280547921386,1176.619359242334,2192.7194107759624
0.26,-8.149080591850058,-21.67864362555556,-149.11427818552562,2.536715101039694,1216.9972781640622,2192.7194107759624
0.27,-7.3731202861317735,-18.24106599348723,-146.2061888831122,2.2111984038263484,1222.0950440209851,2192.7194107759624
0.28,-4.512535130631175,-24.123621995617917,-147.03234479993395,2.823577626035035,1262.7785192087817,2192.7194107759624
0.29,2.444418421215344,-19.14889836583594,-144.67580871760072,2.345254161422673,1241.9500251014035,2192.7194107759624
0.3,8.173874376298713,-23.08361623622684,-148.37430809135907,2.76180956469799,1259.6045029027857,2192.7194107759624
0.31,-10.650612817643882,-22.148362322343694,-145.73262867101477,2.690432535632019,1299.0132362317242,2192.7194107759624
0.32,-1.5046987016960354,-18.955729887484047,-143.68227053801925,2.3901250220335384,1276.7203498774045,2192.7194107759624
0.33,4.181475553372633,-24.05133922116072,-147.48411090074802,2.9237372946223665,1289.1257139202592,2192.7194107759624
0.34,1.8907367832657362,-24.240462951771455,-147.00373544900177,2.9668901306352113,1322.9077388920668,2192.7194107759624
0.35000000000000003,-3.4530427954176686,-18.506772630091792,-144.0412389350438,2.412027871097337,1311.0997489328306,2192.7194107759624
0.36,2.370670238386058,-24.22845771488835,-146.77214550261857,3.0084248372918814,1325.4607578142954,2192.7194107759624
0.37,6.253977213556208,-25.922941193534164,-146.68162818993122,3.203796126349997,1356.3341320771558,2192.7194107759624
0.38,-3.34228669434966,-18.26236527515473,-143.55142510310446,2.456000899787208,1343.425880129375,2192.7194107759624
0.39,3.1317991488305594,-24.076633378960015,-146.42582335142868,3.0615043435466966,1350.9186236321275,2192.7194107759624
0.4,7.692410985493828,-25.533075105465947,-147.0658434476461,3.232681591302756,1380.9073067882587,2192.7194107759624
0.41000000000000003,-1.6190658526016777,-18.305368590837002,-144.02973868049347,2.5282163084306983,1358.5205672141997,2192.7194107759624
0.42,5.64912606819608,-23.58035685048787,-147.91882872247203,3.079295491246273,1361.551713683906,2192.7194107759624
0.43,1.4843310777466812,-23.420730561166618,-148.11564080801972,3.0867535928753145,1393.8035748942218,2192.7194107759624
0.44,0.8498753561261179,-18.25928680891305,-145.71050476675453,2.588868504458871,1361.655006505554,2192.7194107759624
0.45,8.795728344924603,-22.588175105657825,-150.6435774370195,3.044345509239006,1368.734198610081,2192.7194107759624
0.46,-6.992517035922342,-23.260120229948917,-149.2575979441751,3.134800141898064,1404.0969248443373,2192.7194107759624
0.47000000000000003,3.6165179084572436,-17.838797405077433,-147.65821190308918,2.610506656815993,1380.154798951619,2192.7194107759624
0.48,12.320877786326928,-20.83857759992088,-151.83152212159234,2.9313232539002594,1376.621496061613,2192.7194107759624
0.49,-2.6846197438134762,-24.08291409582209,-151.5815037986651,3.2798398175862022,1405.2911860331224,2192.7194107759624
0.5,4.4203944971704665,-25.044586005107256,-150.30065189556058,3.401051594519826,1419.0852362990456,2192.7194107759624
0.51,1.3096461592455517,-17.667868706398483,-149.4688768488114,2.681047733355347,1404.8444212069696,2192.7194107759624
0.52,3.158097206424862,-23.95474670150994,-151.95261966207678,3.3336902795680023,1409.4792741556907,2192.7194107759624
0.53,8.946828109352634,-25.121014666864248,-152.94398073233992,3.4754380907702975,1437.432906846365,2192.7194107759624
0.54,0.8437704816442575,-17.930758969782968,-150.17820788425814,2.7743432800319527,1405.27338853032,2192.7194107759624
