,Unnamed: 0.1,Unnamed: 0,t,iq,id,vq,vd,ia,ib,va,vb,theta_e,omega,omega_obs,r,omega_ekf,omega_meta
0,0,29,0.0,-0.0729377854858147,-0.0146559515374224,3.023034565925,0.415110301011134,0.0697729647448825,-0.0258157095147775,-2.92176021434281,0.879983976369073,1.41471707187288,493.953205897987,448.831825970926,489.983046942117,301.040080988914,233.57549
1,1,30,0.01,0.102933632965651,-0.0437235887540002,4.13599262368633,0.414523159387454,0.101164511950667,0.047674170478569,4.14893580109163,-0.254157729129827,-1.53208859180274,482.963779051758,427.725192610236,489.983046942117,318.352523111518,419.281
2,2,31,0.02,0.308165807664626,-0.0145093920219843,4.8398396167336,0.179079368982457,-0.307461286797257,-0.0253819737493789,-4.84314482938832,0.0080683126098078,1.60611462780141,467.704501029238,435.931021959648,489.983046942117,343.231260685815,434.06027
3,3,32,0.03,0.444612716480845,-0.0348323114868002,5.01726771289509,-0.051080146833151,0.408425985445657,0.179114410343593,4.7213850871505,1.69826598125644,-1.23568991451493,461.905975380681,461.822964908334,489.983046942117,339.368567797053,478.5074
4,4,33,0.04,0.522875497692179,0.112460001466332,4.84189250378753,-0.994029591708795,-0.466791969370019,-0.261058030614481,-2.97770761646919,-3.94528518592104,2.29257357167227,459.771812756472,501.802273327237,489.983046942117,300.398330533489,459.54913
5,5,34,0.05,0.318620386425927,0.179535406340957,5.48122018916126,-1.45787147307755,0.256239632165351,0.260946668275311,0.0181967584425302,5.67175747648508,-0.263165503294213,467.704501029238,524.744903019674,489.983046942117,275.584845164184,527.88855
6,6,35,0.06,0.102298541733567,-0.0046410513202559,4.37354098383408,-0.408062252982184,0.0557272682059181,-0.0859127614297038,2.56336585605534,-3.56700589116347,-2.61150404637539,490.898603623468,543.695705581385,489.983046942117,290.940090459601,444.9199
7,7,36,0.07,-0.239038569579644,-0.0240357605225234,3.25618388237618,-0.0563644214222767,0.228209894169643,-0.0750826193846387,-3.19154236812362,0.648049177393587,1.35315961222435,509.820108371392,543.651758860676,489.983046942117,273.335457550866,383.89496
8,8,37,0.08,-0.356628154082064,-0.0047387576635042,2.78871217115278,0.179666510602402,-0.324865099907483,-0.147203135055865,2.60091591552915,1.0219745735168,-1.13206328190119,516.839376261752,514.786087811002,489.983046942117,240.049625111871,321.23502
9,9,38,0.09,-0.375925156940815,0.0147536578814761,2.61128407499302,0.180253652224485,0.2178689809888,0.306709147507474,-1.73728347562443,-1.95784116433758,2.48473200530272,516.839376261752,480.861660911341,489.983046942117,233.120539199368,292.6693
10,10,39,0.1,-0.131610444808395,0.0734263172041775,3.13946258935924,0.061651044589528,-0.0170766610092749,-0.149736838785939,1.88047386464602,2.51472548117453,-0.62244704006911,496.697129272025,433.907031322733,489.983046942117,237.446070240103,332.0573
11,11,40,0.11,0.0934561176370065,-0.0533965167692092,3.95944433626485,0.648205524934354,0.00301626977863,-0.107592453469047,-2.43873784951007,-3.1858950949305,2.65052970859651,480.827480128605,414.90739907132,489.983046942117,109.200089788653,286.49762
12,12,41,0.12,0.40587215124915,0.0243288795531353,4.54657003629612,0.0634124694521788,0.201158296436227,0.353354549022365,2.06577160117447,4.05066759041134,-0.457655658873607,464.957830985185,417.910424986198,489.983046942117,136.684324015275,330.19925
13,13,42,0.13,0.659859791396402,0.0147536578820723,4.84013288631395,-0.173205604196326,-0.245084023813903,-0.612834754231342,-1.53413952649622,-4.59383308923439,2.78351149341611,451.834851885817,451.834851885817,489.983046942117,74.9105457973802,303.81143
14,14,43,0.14,0.678912528397429,0.0536407826291445,5.31171037164668,-0.641744618528683,0.0426196138440196,0.679693403890198,-0.727832911852409,5.30060019998621,0.0162238759277942,448.782996281314,496.653182551335,489.983046942117,65.2906286833017,352.87167
15,15,44,0.15,0.454725323041294,-0.0043967854618017,5.19176311325724,-0.76152150940246,0.316968402156542,-0.32607588560293,4.13376565774817,-3.23207374920235,-2.38002541724209,464.957830985185,540.817195375333,489.983046942117,4.81581504283182,437.46426
16,16,45,0.16,0.0442609736434256,-0.0433816165534758,4.48762285063245,-0.409823677837669,-0.0379537354645555,-0.0489950243080189,-4.39027242926859,-1.01598341189164,1.70713954959907,493.950459227972,566.855627392835,489.983046942117,-10.7855256528706,404.76785
17,17,46,0.17,-0.327120838320226,-0.0920882288302678,3.37407825370869,0.176730802504268,-0.256453879959591,-0.22297912953031,1.99880335763029,2.72404533299825,-0.580696944831971,514.703077338599,558.954983603906,489.983046942117,76.258240836348,444.42065
18,18,47,0.18,-0.503383082145598,0.0051784362098596,2.72829863758818,0.17849222736184,-0.134379429400753,0.485142775423801,0.528706112914463,-2.68252544764463,-2.88166471562337,530.871808331283,527.904183941378,489.983046942117,100.402457046884,365.46304
19,19,48,0.19,-0.561469503408109,-0.0340995139100408,2.61099080541571,0.532538625397956,0.273842301404465,-0.491346287324689,-0.958421885723363,2.48642270390065,0.569111968376451,524.774200833462,477.858634996575,489.983046942117,64.5111843614774,378.55014
20,20,49,0.2,-0.383888223950803,0.0924790542051444,3.48258799850858,0.181427935460098,-0.306944473354596,0.248410213622245,1.97473503933574,-2.87432718867232,-2.48757916052628,503.716397162384,422.920351146491,489.983046942117,25.158554701935,351.5178
21,21,50,0.21,0.132050123354505,0.0636068296737876,4.0793915946555,0.296507693375386,-0.0037630313569645,0.146522706274819,-1.60034995985375,3.76407127998034,0.474566779169772,475.944511161399,378.895502938174,489.983046942117,11.9916106312862,337.8083
22,22,51,0.22,0.571679816312178,0.0348323114875469,4.48967573768947,0.293571985267643,0.192780339392444,-0.539320723731274,1.49559195990641,-4.24341577383065,-2.73744157645368,454.886707490322,396.852621315053,489.983046942117,26.5198274082372,348.42645
23,23,52,0.23,0.806419306773047,-0.0044944918055495,5.01609463457571,-0.291221070208535,-0.399875382014516,0.700308487490803,-2.71665127341585,4.2267979551193,0.513248819199167,441.763728390954,438.633745282984,489.983046942117,-15.7764131870184,410.72858
24,24,53,0.24,0.825911722318438,0.0925279073758649,5.60058090839139,-1.11028363285835,0.557990362417406,-0.615904491098788,4.9336904758181,-2.87366221843364,-2.29392351595941,443.894839159587,501.802273327294,489.983046942117,-50.6086585018643,519.86633
25,25,54,0.25,0.552333960282326,-0.0630205916121379,5.60292706502842,-0.40923653622502,-0.53278927747769,-0.158682023093681,-5.4449123532156,-1.38318317818346,1.74665610064418,456.717820853024,558.823143441722,489.983046942117,-24.6846644466992,547.1011
26,26,55,0.26,0.0834900705918964,-0.0144116856786916,4.89790699366396,-0.525490577375109,0.0231621901645055,0.0814972485322329,1.64721060077347,4.6424487613965,-0.447837882219466,488.762304700315,587.947611846693,489.983046942117,-64.6784209924938,569.85864
27,27,56,0.2700000000000001,-0.405285913187768,-0.0535430762840827,2.66993799108079,-0.172618462576107,-0.195475785183608,0.359044217128279,1.71227716928722,-2.05583873525537,-2.51168180221523,527.826056437965,582.759457319036,489.983046942117,-143.196881179564,488.5166
28,28,57,0.2799999999999999,-0.806077334570665,-0.0149979237395219,2.31918757287648,0.299443401481824,0.799242251974976,-0.105817908139463,-2.27061550524061,0.559108733822517,1.45776802250441,545.832004504538,543.729886364176,489.983046942117,-195.010957356701,431.38947
29,29,58,0.29,-0.678521703023046,0.0149490705681613,2.31684141624138,0.648205524935162,-0.657090552142443,-0.169844583279201,2.40370013719098,-0.100748206117678,-1.33988106929611,532.709025405172,476.100766168354,489.983046942117,-184.497633221824,424.47223
30,30,59,0.3,-0.327023131977,-0.0048364640067958,2.37696168022354,0.766808132567173,0.31770329779453,0.0776668191869291,-2.49345794887285,0.143558345717253,1.82534558055802,509.820108371392,409.802255016061,489.983046942117,-203.908548767029,303.01437
31,31,60,0.31,0.219985832580317,0.0536896358000142,3.55121308029088,0.297681976617674,0.217359538821299,-0.0634915302366056,3.53431051128556,-0.456484513043361,-1.61561332671568,475.944511161399,344.846560329933,489.983046942117,-204.178402601099,317.60175
32,32,61,0.32,0.611299738633475,0.005520408410461,4.0222040264586,0.294746268518758,-0.607667175924738,0.0667716157212491,-3.9723973069229,0.696462654574671,1.47038386551179,446.961648856655,354.70771615911,489.983046942117,-290.462170336621,310.18478
33,33,62,0.33,0.972520090866564,0.0344414861134865,4.72487794119457,-0.290633928589255,0.929280831266704,-0.288822921086745,4.63516440260906,-0.961348324188501,-1.83673420147463,430.782236369279,420.57896752679,489.983046942117,-261.911470014784,391.71915
34,34,63,0.34,1.06030924057752,0.0342460734266342,5.66187425069575,-0.994616733325807,-1.06003959277774,-0.0417677021492874,-5.57611787298446,-1.39749488138112,1.64246494586599,425.894079247534,498.706471001937,489.983046942117,-271.076484965635,458.3317
35,35,64,0.35,0.699040035173218,-0.101956569532408,5.95397075281608,-0.644680326624325,0.356659431330354,0.609791901298221,3.2125846399049,5.05417454985212,-0.674064000845469,446.951882918612,569.858653307663,489.983046942117,-264.517494902276,504.1747
36,36,65,0.36,0.0732797576891626,-0.0142162729922384,5.31024402375034,-0.995791016566635,0.0490433261528096,-0.0562741278443422,3.52418226932871,-4.09517162924831,-2.61636384586502,488.762304700315,611.752085561823,489.983046942117,-294.188917392691,552.7421
37,37,66,0.37,-0.678668262537216,-0.0924302010310716,3.25530407363448,0.0622381862104116,0.68477701665999,0.014642065843681,-3.22511412188264,-0.446673375608162,1.72753598059968,537.897179932828,608.70022995732,489.983046942117,-227.12737432396,494.63907
38,38,67,0.38,-1.07921541806213,-0.0432350570388515,2.49309643408317,0.76387242447257,-0.656090745256354,-0.857974430113815,2.05881042000205,1.60010329822759,-0.612801074503459,558.954983603906,556.945641873931,489.983046942117,-270.855849289917,520.43744
39,39,68,0.39,-0.835144971787294,-0.0435770292391929,1.90743708194535,0.765633849327413,0.186039787598466,0.815325259518697,-1.08116070450801,-1.74802830178572,2.96938654998269,545.832004504538,488.889261893421,489.983046942117,-213.111266318342,385.12143
40,40,69,0.3999999999999999,-0.434060431374514,0.082708419845368,2.25730769141017,0.416284584251324,-0.0321355405708426,-0.440699952156302,0.984841353138728,2.07335920137652,-0.261079225763145,514.703077338599,404.963232769716,489.983046942117,-212.931253274468,424.0098
41,41,70,0.41,0.0740125552622692,-0.043381616553472,3.72482867191803,0.998729073258946,-0.0130773327056412,-0.0847868289332069,-3.12596629566479,-2.2583496441612,2.45839581941337,475.944511161399,325.890874799179,489.983046942117,-209.624738409518,379.69678
42,42,71,0.42,0.659810938224963,0.0048853171802271,4.37119482719383,0.297681976614467,0.543113658316805,0.374702408152116,3.75036521407636,2.26510916680261,-0.959466768268516,448.782996281314,302.855468696367,489.983046942117,-245.081160702494,395.8182
43,43,72,0.43,1.07007987493599,0.0827572730171906,5.19322946115617,-0.406300828120354,-1.03061054521772,-0.299602418325213,-4.71699797304928,-2.21012278423636,1.93088667961508,422.842223643031,388.834786270797,489.983046942117,-257.002147540242,387.3216
44,44,73,0.44,1.25572192774646,0.092430201034703,5.83724945979923,-1.34455314003381,1.14559810269315,0.522480515418953,4.47259866697172,3.98461611281488,-1.06942586683274,414.905262772364,493.774672345085,489.983046942117,-198.111381893571,428.65933
45,45,74,0.45,1.09875668678086,-0.015046776909227,5.95279767449846,-1.34396599840914,-0.234374762889383,-1.07357399966726,-0.0401922035777558,-6.10249369890422,2.91295887864392,438.699054992828,587.815771684603,489.983046942117,-165.312338313063,492.22055
46,46,75,0.46,0.365568284523592,0.0436747355835675,5.71847527972498,-1.69683811320199,-0.268577353134754,0.251821084424927,-5.61171924904537,2.02208461176435,0.936493170886408,485.694579446257,632.761059543179,489.983046942117,-128.200269277707,560.46985
47,47,76,0.47,-0.786438359510387,-0.0921859351721178,3.31542433762132,-0.174379887439423,-0.529173403193411,-0.589032299034314,1.77108212272016,2.80815152693302,-0.615230974229107,545.832004504538,638.027341574374,489.983046942117,-176.234989022186,589.95844
48,48,77,0.48,-1.27453039888749,-0.0726935196283254,2.14058639839952,0.765046707708537,-0.619710253981149,1.11609645039973,0.497375232449057,-2.21811281772027,-2.57775543912265,574.824632747326,588.025739350159,489.983046942117,-90.2882503246781,514.344
49,49,78,0.49,-1.20608710520625,-0.0145582451936648,1.84731681795951,1.0016647813533,0.983696762752544,-0.697996222624498,-0.949626446277527,1.8745989898242,0.965750145323036,564.753509252463,502.012240992968,489.983046942117,-99.7242666605572,534.6366
50,50,79,0.5,-0.59058599379592,0.0928698795771134,1.84790335711663,0.649379808175587,-0.459736775498904,0.382176304674233,0.732615248530673,-1.816512001097,-2.42030284598283,524.774200833462,412.898057341381,489.983046942117,-111.597493890922,455.65866
51,51,80,0.51,0.0156818681415426,-0.0430884975237467,2.26581250920847,1.23241143880391,-0.0457149014276191,-0.0035619369345521,0.183893883413078,2.57272760334699,0.426803295731879,469.861857756247,306.161238687143,489.983046942117,-9.63047220219561,399.89
52,52,81,0.52,0.767336769339458,0.034197220255252,4.19523307893175,0.41452315938853,-0.358303195312247,-0.67940708539324,-2.16474691032676,-3.61741355811903,2.70082126952131,441.763728390954,242.733913287655,489.983046942117,-9.51845215346643,344.21115
53,53,82,0.53,1.12963189134953,-0.0238403478349779,5.0172677128951,0.177317944118594,0.661120148380787,0.91627327885505,3.16248572991184,3.89911540791883,-0.64613242625714,409.730231224048,336.525981209574,489.983046942117,-262.533224566194,334.02808
54,54,83,0.54,1.49031485869196,0.0053249957243681,5.83783599895683,-0.761521509399005,-0.817867136097913,-1.24585716729828,-2.54816354464841,-5.3072692328276,2.56425599621957,399.953306609251,485.505364399183,489.983046942117,-293.333625416639,376.89963
55,55,84,0.55,1.10916241236978,-0.0822198881281229,6.71793800984728,-1.11439362419998,-0.464375330067623,1.01062204599065,-3.39021356192754,5.90584593926483,0.356728914846436,417.959254675824,600.638448192527,489.983046942117,-302.707823144719,403.32492
56,56,85,0.56,0.444563863309166,-0.0340995139107363,5.83842253811795,-1.58175835529032,0.445369020323957,0.0211244205837223,5.88205470867465,1.41087548433331,-1.59995397295334,467.704501029238,655.69880626668,489.983046942117,-278.563081059105,496.80716
