t,iq,id,vq,vd,ia,ib,va,vb,theta_e,omega,omega_obs,r,iq_ref
0,0.0149002173966153,-0.0241823200371289,0.148112868903805,0.061651044589528,-0.0241823200371289,0.0149002173966153,0.061651044589528,0.148112868903805,0,0,0,0,0
0.01,0.0442121171239045,-0.160971134094875,0.0308050568275045,0.766220628803885,0.117187001686697,-0.118884918926036,-0.678632716088296,0.357072317864867,2.61705109019401,-0.144963141214248,412.771100148168,-0.144963141214248,0.0344414861134865
0.02,0.0442121204719221,0.0149002508767917,0.0308050367290811,-0.173205765148865,-0.0350391147988309,-0.0308056732912857,0.134491214752119,-0.113407674004819,2.61705109019401,-0.144963141214248,407.888131180961,-0.144963141214248,0.0344414861134865
0.03,0.0442121204719221,-0.0241822296406527,0.0308050367290811,0.0616505617319118,-0.00121113211012287,-0.0503788148533573,-0.0687895303508016,0.00421219228626208,2.61705109019401,-0.144963141214248,412.771100148168,-0.144963141214248,0.0344414861134865
0.04,0.0149002173966153,-0.0241822664688467,0.148112868903805,0.06165072268445,0.013468777316663,-0.0250078093329033,-0.127539338955463,-0.0973239464943453,2.61705109019401,-0.144963141214248,407.888131180961,-0.144963141214248,0.0344414861134865
0.05,0.0442121204719221,-0.0241821693763348,0.0308050367290811,0.0616504410175061,-0.00121118427212167,-0.0503787846720072,-0.0687894258660102,0.00421213183052541,2.61705109019401,-0.144963141214248,412.771100148168,-0.144963141214248,0.0344414861134865
0.06,0.0637532887593721,0.190771274302542,-0.0865023131368283,-0.995202185132065,-0.197051451406891,0.0403594651239225,0.904722623608891,-0.42354104145868,2.61705109019401,-0.144963141214248,407.888131180961,-0.144963141214248,0.0344414861134865
0.07,0.0442120970380202,0.0149000533593015,0.0308051774047086,-0.173204759275595,-0.0350389321007722,-0.0308057519279569,0.134490273662222,-0.113407292009433,2.61705109019401,-0.144963141214248,409.719244543663,-0.144963141214248,0.0344414861134865
0.08,0.0344415128954061,-0.00464099775641681,0.0894587920423925,-0.0557776016817788,-0.0132318371020609,-0.0321352634593839,0.00347608805000398,-0.105365711381473,2.61705109019401,-0.144963141214248,407.92292233484,-0.144963141214248,0.0344414861134865
0.09,0.0344414861134865,0.0344413655937379,0.0894589528164431,-0.290633204356231,-0.0470597049633759,-0.0125621573954082,0.206756125795257,-0.222985354136816,2.61705109019401,-0.144963141214248,409.719244543663,-0.144963141214248,0.0344414861134865
0.1,0.0442120869939672,0.0149002843525251,0.0308052376999787,-0.173206006550974,-0.0350391270075693,-0.0308056275491291,0.134491323049097,-0.113407968854008,2.61705109019401,-0.144963141214248,409.719244543663,-0.144963141214248,0.0344414861134865
0.11,0.0149003278745327,-0.0241828356007437,0.148112426765164,0.06165370014622,0.0134692146017026,-0.025008189987971,-0.127541694678073,-0.0973220726383859,2.61705109019401,-0.144963141214248,407.888131180961,-0.144963141214248,0.0344414861134865
0.12,0.0442121606459122,-0.160970919837297,0.0308047955613374,0.766219542454349,0.117186794438745,-0.118884849292989,-0.678631644948173,0.357071999943238,2.61705109019401,-0.144963141214248,409.719244543663,-0.144963141214248,0.0344414861134865
0.13,0.0344414861134865,-0.00464087723222476,0.0894589528164431,-0.0557783259415045,-0.0132319280093916,-0.0321351799177217,0.00347663441737697,-0.105366213261079,2.61705109019401,-0.144963141214248,407.888131180961,-0.144963141214248,0.0344414861134865
0.14,0.0149003111366663,0.102835832882485,0.148112587539214,-0.525490014067921,-0.0964722459732705,0.0386048384723547,0.380662595080382,-0.391373328395453,2.61705109019401,-0.144963141214248,409.719244543663,-0.144963141214248,0.0344414861134865
0.15,0.0442120702538792,-0.0241820187288711,0.0308053381920947,0.0616498374988878,-0.00121128951556779,-0.0503786657588993,-0.0687890544658601,0.00421156864618635,2.61705109019401,-0.144963141214248,407.830145923996,-0.144963141214248,0.0344414861134865
0.16,0.0539826476982363,-0.0534937410178894,-0.0278482362354059,0.179076793848633,0.0192663139556429,-0.0735154114942134,-0.141053718678647,0.113788711230306,2.61705109019401,-0.144963141214248,412.771100148168,-0.144963141214248,0.0344414861134865
0.17,0.0735238528049937,-0.024183116834227,-0.0865021121259202,0.0616551487190777,-0.0158901562360306,-0.0757501353523727,-0.0100441735601876,0.105750117462392,2.61705109019401,-0.144963141214248,404.836275576457,-0.144963141214248,0.0344414861134865
0.18,0.0539826945704834,-0.0534938012933155,-0.0278485176133336,0.179077920516408,0.0192663426528732,-0.07351548225157,-0.141054552951384,0.113789519031528,2.61705109019401,-0.144963141214248,412.771100148168,-0.144963141214248,0.0344414861134865
0.19,0.0149005354360755,-0.0241817475661005,0.14811134153032,0.0616487511760481,0.0134681688991783,-0.0250078247381806,-0.127536867575749,-0.0973236118341447,2.61705109019401,-0.144963141214248,407.888131180961,-0.144963141214248,0.0344414861134865
0.2,0.0442123213396515,0.0148999495729762,0.0308042328454908,-0.173203994777735,-0.0350389546020453,-0.0308059980509258,0.134490084998939,-0.113406091569822,2.61705109019401,-0.144963141214248,412.771100148168,-0.144963141214248,0.0344414861134865
0.21,0.0344414861134865,0.210311006359294,0.0894589528164431,-1.11262290491804,-0.19928431006824,0.0755162176104571,0.918232290888971,-0.634651158319326,2.61705109019401,-0.144963141214248,407.888131180961,-0.144963141214248,0.0344414861134865
0.22,0.0149003647005052,0.0149003647005052,0.148112426765164,-0.0557781649889649,-0.0203594095415323,-0.00543471982132351,-0.0258981181112626,-0.156133859652855,2.61705109019401,-0.144963141214248,412.771100148168,-0.144963141214248,0.0344414861134865
0.23,0.0442121204719221,0.0148988313972868,0.0308050367290811,-0.173198200806728,-0.0350378861631998,-0.0308063841896966,0.134484667408361,-0.113403885659312,2.61705109019401,-0.144963141214248,404.8942608332,-0.144963141214248,0.0344414861134865
0.24,0.044212040123942,-0.160969594095625,0.0308055190645685,0.766212299990607,0.117185707297596,-0.118884081021781,-0.678625738549606,0.357067746568819,2.61705109019401,-0.144963141214248,412.713114891452,-0.144963141214248,0.0344414861134865
0.25,0.0344415698094844,0.0344424904654608,0.0894584503825319,-0.290637952189126,-0.0470607205164897,-0.0125616664847379,0.206760486926301,-0.222987297045217,2.61705109019401,-0.144963141214248,407.888131180961,-0.144963141214248,0.0344414861134865
0.26,0.0344414861134865,-0.0534918729240149,0.0894589528164431,0.179067861463317,0.0290512284000493,-0.0566005526746216,-0.199795334425374,0.0122485750156174,2.61705109019401,-0.144963141214248,412.713114891508,-0.144963141214248,0.0344414861134865
0.27,0.073523752371129,-0.0241823200371289,-0.145155083640725,0.061651044589528,-0.0158907956077352,-0.0757496493725378,0.0193337403725347,0.156515354163523,2.61705109019401,-0.144963141214248,407.888131180961,-0.144963141214248,0.0344414861134865
0.28,0.0442121204719221,-0.0241819450769248,0.0308050367290811,0.0616499179751528,-0.00121137841528917,-0.0503786723392165,-0.0687889731448052,0.00421186988241237,2.61705109019401,-0.144963141214248,412.713114891563,-0.144963141214248,0.0344414861134865
0.29,0.0051296801262479,-0.0534939318482311,0.206766202163564,0.179078202129952,0.0437328394360947,-0.0312306438876559,-0.258553662228937,-0.0892819611301452,2.61705109019401,-0.144963141214248,409.719244543663,-0.144963141214248,0.0344414861134865
0.3,0.0344416869812153,-0.00464105132025594,0.089457746991061,-0.0557772798034009,-0.013231877924689,-0.0321354409656285,0.00347633282570216,-0.10536464563158,2.61705109019401,-0.144963141214248,409.684453389734,-0.144963141214248,0.0344414861134865
0.31,0.034441901241015,-0.00464125888402019,0.0894564607719833,-0.0557760325013247,-0.013231805571911,-0.0321357303702821,0.00347589737829131,-0.105362907670839,2.61705109019401,-0.144963141214248,407.922922334874,-0.144963141214248,0.0344414861134865
0.32,0.0442121204719221,0.0149002173966153,0.0308050367290811,-0.173205604196326,-0.0350390858199429,-0.0308056900587023,0.134491075439065,-0.113407593397171,2.61705109019401,-0.144963141214248,409.684453389767,-0.144963141214248,0.0344414861134865
