t,iq,id,vq,vd,ia,ib,va,vb,theta_e,omega,omega_obs,r,iq_ref
0,0.0246708517550509,-0.073035491829307,0.148112868903805,0.179079368982457,-0.073035491829307,0.0246708517550509,0.179079368982457,0.148112868903805,0,0,0,0,0
0.01,-0.0339529410168235,0.102835903209739,0.441382389105355,-0.642918781173784,0.071998048218054,-0.0808968865003189,-0.335361705076228,0.704056460354353,-0.524637440120955,-0.144963141214248,239.730887372794,-0.144963141214248,0.0344414861134865
0.02,0.0344414861134865,-0.00464105132025594,0.148112868903805,-0.173205604196326,0.0132348582902172,0.0321339983366621,-0.0757207976905026,0.214951073635477,-0.524637440120955,-0.144963141214248,250.717567549009,-0.144963141214248,0.0344414861134865
0.03,0.0344414760788753,-0.00464103125103359,0.148112929142396,-0.0557774004043294,0.0132348706339125,0.0321339795989917,0.0259140009880195,0.156131427738934,-0.524637440120955,-0.144963141214248,244.919041900452,-0.144963141214248,0.0344414861134865
0.04,0.0442121204719221,-0.0730354249300477,0.0894589528164431,0.17907904737108,-0.0410667520590035,0.0748492268942086,0.199803840619681,-0.0122733336943573,-0.524637440120955,-0.144963141214248,237.899774010092,-0.144963141214248,0.0344414861134865
0.05,0.0442120870228479,-0.0241822531389804,0.0894592540127305,-0.0557776818109472,0.00121592516778473,0.0503786813223604,-0.00346582386634365,0.105366484147688,-0.524637440120955,-0.144963141214248,247.912912248407,-0.144963141214248,0.0344414861134865
0.06,0.0246708517550509,-0.073035491829307,0.265420701078526,0.179079368982457,-0.0508550166095047,0.0579361828110506,0.287943224948785,0.140022384504279,-0.524637440120955,-0.144963141214248,248.023084235824,-0.144963141214248,0.0344414861134865
0.07,0.044212097057459,-0.0241821795503503,0.14811300946274,-0.0557778426166365,0.00121599388548557,0.0503786531468838,0.0259136584831886,0.156131718760451,-0.524637440120955,-0.144963141214248,237.899774010092,-0.144963141214248,0.0344414861134865
0.08,0.0344415128731902,-0.180511693740691,0.20676662435048,0.766217131610576,-0.138982154982852,0.12022749262315,0.766734466644914,-0.204839906701721,-0.524637440120955,-0.144963141214248,237.899774010092,-0.144963141214248,0.0344414861134865
0.09,0.0246709721726066,0.0148998862483371,0.265420158921209,-0.173204156958483,0.0252536062651261,0.0138895229853619,-0.016960412682457,0.316480465670631,-0.524637440120955,-0.144963141214248,250.717567549009,-0.144963141214248,0.0344414861134865
0.1,0.0442119866734034,0.0637531550413856,0.148113471306382,-0.40806104693952,0.0773244635144675,0.00633181534316533,-0.278989197882506,0.33259050779702,-0.524637440120955,-0.144963141214248,239.788872629204,-0.144963141214248,0.0344414861134865
0.11,-0.0339526968353603,0.102835521885072,0.500035261031586,-0.642916690706511,0.0719978404897269,-0.0808964841546581,-0.305980716793718,0.754819802611418,-0.524637440120955,-0.144963141214248,234.847918405589,-0.144963141214248,0.0344414861134865
0.12,0.0246708918946064,-0.0241826010140175,0.265420460117496,0.0616524918407211,-0.00857254570833811,0.0334658416711274,0.186309483969767,0.198841209466429,-0.524637440120955,-0.144963141214248,247.912912248427,-0.144963141214248,0.0344414861134865
0.13,0.0442119465349587,-0.0241820591316838,0.148113652022154,0.061649476744078,0.00121602271191031,0.0503784625511976,0.127547983365537,0.0973130198768021,-0.524637440120955,-0.144963141214248,247.970897504955,-0.144963141214248,0.0344414861134865
0.14,0.0442120736424405,-0.0241822263781657,0.089459233937646,0.0616504817696173,0.00121594162718392,0.0503786563370712,0.0981688997798999,0.0465467888810858,-0.524637440120955,-0.144963141214248,237.899774010092,-0.144963141214248,0.0344414861134865
0.15,0.0344414861134865,-0.00464105132025594,0.148112868903805,-0.0557772798034009,0.0132348582902172,0.0321339983366621,0.0259140751953349,0.156131315193183,-0.524637440120955,-0.144963141214248,242.782742977299,-0.144963141214248,0.0344414861134865
0.16,0.0637532286305711,-0.0534927780884353,0.0308056792918292,0.179072293532167,-0.0143643554660443,0.0819732685726608,0.170418615002557,-0.0630346876577636,-0.524637440120955,-0.144963141214248,248.02308423573,-0.144963141214248,0.0344414861134865
0.17,0.0344415429775793,-0.00464116504844149,0.148112527544012,-0.0557765963825617,0.013234788341016,0.0321341045192148,0.0259144957130404,0.15613067741939,-0.524637440120955,-0.144963141214248,242.782742977299,-0.144963141214248,0.0344414861134865
0.18,0.0637531483514604,-0.053493801647103,-0.0278474335921001,0.179077198105667,-0.0143652815735533,0.0819737117903993,0.141043560271513,-0.113801742275674,-0.524637440120955,-0.144963141214248,239.730887372794,-0.144963141214248,0.0344414861134865
0.19,-0.00464079710418153,0.0637529443106632,0.265419556518632,-0.408059961511137,0.0528539588600176,-0.0359504372555364,-0.220229729508562,0.434119038296645,-0.524637440120955,-0.144963141214248,244.919041900452,-0.144963141214248,0.0344414861134865
0.2,0.0637532553902747,-0.0534922161346553,-0.027848477756563,0.179069720641143,-0.0143638556879831,0.0819730102511129,0.141036565462874,-0.113798900549572,-0.524637440120955,-0.144963141214248,244.919041900452,-0.144963141214248,0.0344414861134865
0.21,0.0442117692522,-0.0241816878416291,0.0308067234496239,0.0616476676834273,0.00121625526473447,0.0503781231330701,0.0687874662452865,-0.00421587808901853,-0.524637440120955,-0.144963141214248,239.730887372794,-0.144963141214248,0.0344414861134865
0.22,0.0246711461117916,-0.0241825408046845,0.148111543618138,0.0616519290208138,-0.00857236625962812,0.0334660315387168,0.127549049726827,0.0973099666977567,-0.524637440120955,-0.144963141214248,242.782742977299,-0.144963141214248,0.0344414861134865
0.23,-0.0144113779432094,0.0832941193685709,0.2654193155576,-0.525487803486995,0.064872878874028,-0.0541950894657759,-0.321864305556922,0.492938346543472,-0.524637440120955,-0.144963141214248,244.878452220974,-0.144963141214248,0.0344414861134865
0.24,0.0246710123132729,0.0149020638161684,0.0894579889723225,-0.173214287703485,0.0252555110687174,0.0138884669852618,-0.105108498094288,0.16418929588728,-0.524637440120955,-0.144963141214248,244.919041900452,-0.144963141214248,0.0344414861134865
0.25,0.0344415697372829,-0.00464238930099759,0.0308045347286015,-0.0557712496101146,0.0132337421474826,0.0321347409070632,-0.0328403610720096,0.0545972739940316,-0.524637440120955,-0.144963141214248,239.730887372794,-0.144963141214248,0.0344414861134865
0.26,0.0246705908479396,0.0148998695204669,0.0894599969809092,-0.173203513722376,0.0252534007818248,0.013889201325703,-0.105098167343281,0.164185637151017,-0.524637440120955,-0.144963141214248,242.782742977299,-0.144963141214248,0.0344414861134865
0.27,0.00512976366562458,0.0344413054860416,0.148112326743153,-0.290632843154194,0.0323786376449675,-0.0128117845401761,-0.177355002694074,0.273769819141092,-0.524637440120955,-0.144963141214248,244.97702715691,-0.144963141214248,0.0344414861134865
0.28,0.00512986401506927,0.210310844068139,0.148111744418993,-1.11262206858136,0.184594759208645,-0.100904615901199,-0.888791575802643,0.685503093436749,-0.524637440120955,-0.144963141214248,242.782742977299,-0.144963141214248,0.0344414861134865
0.29,-0.0144112006604515,0.0832937848728325,0.265418371795238,-0.525485914023508,0.0648726781668904,-0.0541947684778942,-0.321863142945534,0.492936583281034,-0.524637440120955,-0.144963141214248,242.782742977299,-0.144963141214248,0.0344414861134865
0.3,0.0246709521039397,-0.0241821193393514,0.0894583504138678,0.061649838546867,-0.00857209865740588,0.0334656525121686,0.0981679005106155,0.0465463463760908,-0.524637440120955,-0.144963141214248,242.823332656883,-0.144963141214248,0.0344414861134865
0.31,0.0344411750327642,-0.00464063654595952,0.0308062816910705,-0.055779772284894,0.0132350614595979,0.0321335213344237,-0.0328468624426232,0.0546030550011591,-0.524637440120955,-0.144963141214248,244.919041900452,-0.144963141214248,0.0344414861134865
0.32,0.0442112641614033,-0.0241809285325359,-0.027844381419044,0.0616433259164847,0.00121665945141398,0.0503773056368071,0.0394054145680862,-0.0549765632735662,-0.524637440120955,-0.144963141214248,239.730887372794,-0.144963141214248,0.0344414861134865
0.33,0.0246712932890517,0.0148999966296149,0.148110218339135,-0.173204277552733,0.025253862647724,0.0138897456235467,-0.0757209771388666,0.214948115042133,-0.524637440120955,-0.144963141214248,244.919041900452,-0.144963141214248,0.0344414861134865
0.34,0.0442120067431812,-0.024182092579647,0.030805719452002,0.0616496777411745,0.00121602392076356,0.0503785314158109,0.0687887030598862,-0.0042177538909851,-0.524637440120955,-0.144963141214248,242.823332656805,-0.144963141214248,0.0344414861134865
0.35,0.0637526867482356,-0.141427825016683,-0.0278460681529199,0.531354492836166,-0.0904729028404045,0.126019397745739,0.445942217136456,-0.290255989678385,-0.524637440120955,-0.144963141214248,239.730887372794,-0.144963141214248,0.0344414861134865
0.36,0.0442121204719221,-0.0241785870584673,0.0308050367290811,0.0616322303240169,0.00121911493563111,0.0503768739357789,0.0687732602471605,-0.0042096053935053,-0.524637440120955,-0.144963141214248,239.730887372794,-0.144963141214248,0.0344414861134865
0.37,0.034441114823431,-0.0534936042956765,0.0894604387394627,0.179076394083899,-0.0290474860816832,0.056603883640238,0.199802288482467,-0.0122707185901237,-0.524637440120955,-0.144963141214248,244.919041900452,-0.144963141214248,0.0344414861134865
0.38,0.0344416132220791,0.0344400879189679,0.0894581897731799,-0.290626290319058,-0.0470586627253965,-0.0125629072950058,0.206750523469788,-0.222981231019744,2.61705109019401,-0.144963141214248,247.970897504955,-0.144963141214248,0.0344414861134865
0.39,0.0637535196420713,0.0148996955835035,-0.086502795445643,-0.173202468492076,-0.0448252845291739,-0.047720080281907,0.193238030610493,-0.011869803597254,2.61705109019401,-0.144963141214248,247.970897504955,-0.144963141214248,0.0344414861134865
0.4,0.0344416199120052,0.122375188361627,0.0894581496130071,-0.642909253426724,-0.123171211035097,0.0314764146759779,0.511670339351856,-0.399410230842235,2.61705109019401,-0.144963141214248,242.782742977299,-0.144963141214248,0.0344414861134865
0.41,0.0344416232566906,-0.00464077703384784,0.0894581295345878,-0.0557789280583721,-0.0132320834200059,-0.0321352484415432,0.00347756789475075,-0.1053658022164,2.61705109019401,-0.144963141214248,242.782742977299,-0.144963141214248,0.0344414861134865
0.42,0.0344416266019308,-0.0534945040893243,0.0894581094528376,0.179081057442182,0.0290534354558244,-0.0566019920052626,-0.199806333882514,0.0122559137527709,2.61705109019401,-0.144963141214248,247.970897504955,-0.144963141214248,0.0344414861134865
0.43,0.0149002173966153,0.0637513755249789,0.148112868903805,-0.2906252853002,-0.0626425052769397,0.0190307880136862,0.177374436781798,-0.273749497838952,2.61705109019401,-0.144963141214248,242.782742977299,-0.144963141214248,0.0344414861134865
0.44,0.0149006589317263,0.278703371258379,0.148111101856249,-1.34746939063732,-0.248695205528562,0.126681859532026,1.09213056825922,-0.803032676216461,2.61705109019401,-0.144963141214248,242.782742977299,-0.144963141214248,0.0344414861134865
0.45,0.053982604307302,-0.00464345968914719,-0.0278479757560833,-0.0557646163788005,-0.023016202403387,-0.0490503589447601,0.0622139848086197,-0.00382391001711927,2.61705109019401,-0.144963141214248,247.970897504955,-0.144963141214248,0.0344414861134865
0.46,0.0344417938500794,-0.00464105132025594,0.089457105448541,-0.0557772798034009,-0.0132319314463533,-0.0321355334663612,0.00347665412062496,-0.105364090342127,2.61705109019401,-0.144963141214248,248.023084235762,-0.144963141214248,0.0344414861134865
0.47,0.0442121204719221,0.0637526031238844,0.0308050367290811,-0.290630149662248,-0.0773234453796315,-0.00633962114943843,0.236128316439611,-0.172215714602285,2.61705109019401,-0.144963141214248,239.730887372794,-0.144963141214248,0.0344414861134865
0.48,0.0442121204719221,-0.024184567852237,0.0308050367290811,0.179089017323745,-0.0012091082626099,-0.0503799858677283,-0.170438811311254,0.0630272799085535,2.61705109019401,-0.144963141214248,244.919041900452,-0.144963141214248,0.0344414861134865
0.49,0.0344411583076718,0.0832928549736837,0.0894609206615229,-0.408054373516811,-0.0893431245159088,0.0119037463420566,0.308389458893669,-0.281793487708773,2.61705109019401,-0.144963141214248,250.717567549009,-0.144963141214248,0.0344414861134865
0.5,0.0442116187274778,0.0149017226299482,0.0308080487419611,-0.055785320087816,-0.0350401373983368,-0.0308045019266577,0.0328560144068624,-0.0546042134077874,2.61705109019401,-0.144963141214248,242.823332656859,-0.144963141214248,0.0344414861134865
0.51,0.03444165670632,-0.0925755663963441,0.14811082073838,0.413929866960743,0.0628801755305908,-0.0761744493614624,-0.432454803566785,0.079104948353108,2.61705109019401,-0.144963141214248,239.730887372794,-0.144963141214248,0.0344414861134865
0.52,0.0539825808922835,0.0344435733703769,0.0308060808935472,-0.173216056566076,-0.0568481138347735,-0.0294749171286555,0.134499599591055,-0.113413731894193,2.61705109019401,-0.144963141214248,247.970897504955,-0.144963141214248,0.0344414861134865
0.53,0.0442126523202008,-0.0241823200371289,0.0308029082433102,0.061651044589528,-0.00121132022538878,-0.0503793204685876,-0.0687888823096873,0.00421427642778046,2.61705109019401,-0.144963141214248,247.970897504955,-0.144963141214248,0.0344414861134865
0.54,0.0344414861134865,0.0344414861134865,0.0894589528164431,-0.173205604196326,-0.0470598092796812,-0.0125620970371589,0.105116240793261,-0.164175703091298,2.61705109019401,-0.144963141214248,242.782742977299,-0.144963141214248,0.0344414861134865
0.55,0.0344416700861722,-0.00464141926562724,0.0894578484133849,-0.055775068728519,-0.0132315509869267,-0.0321356106150859,0.00347436822787433,-0.105363626075797,2.61705109019401,-0.144963141214248,244.919041900452,-0.144963141214248,0.0344414861134865
0.56,0.0442119331539957,0.0148998427607625,0.0308061612138928,-0.0557772798034009,-0.0350386677406598,-0.0308057155487172,0.0328500004142803,-0.0545985529458886,2.61705109019401,-0.144963141214248,250.717567549009,-0.144963141214248,0.0344414861134865
0.57,0.0442121204719221,0.151685666487704,0.0308050367290811,-0.760328894339142,-0.153434227137935,0.0376986864098381,0.642677767586803,-0.407448481288745,2.61705109019401,-0.144963141214248,244.919041900452,-0.144963141214248,0.0344414861134865
0.58,0.0539823668146549,-0.0534932530731787,-0.0278465500683251,0.179074705617505,0.0192660322843933,-0.0735149240037682,-0.141052755662508,0.113786205942182,2.61705109019401,-0.144963141214248,242.782742977299,-0.144963141214248,0.0344414861134865
0.59,0.0442121204719221,-0.160967648709566,0.0308050367290811,0.766204387783168,0.117183983222066,-0.118883176286304,-0.678618648548323,0.357064201493944,2.61705109019401,-0.144963141214248,250.665380818215,-0.144963141214248,0.0344414861134865
0.6,0.034441686811264,-0.00463964643581339,0.0894577480112924,0.0616438083335622,-0.0132330938423966,-0.0321347372295601,-0.0981579161821783,-0.0465582567960754,2.61705109019401,-0.144963141214248,244.977027156862,-0.144963141214248,0.0344414861134865
0.61,0.0442115083445336,0.102833274070519,0.0308087113797913,-0.525475863674664,-0.111149555224418,0.0132331439792354,0.439398035211039,-0.289833446403613,2.61705109019401,-0.144963141214248,242.782742977299,-0.144963141214248,0.0344414861134865
0.62,0.0442119130842185,0.0637500709855357,0.0308062816944046,-0.290618973660246,-0.0773211498149714,-0.00634070978030686,0.236118019511692,-0.172211195063056,2.61705109019401,-0.144963141214248,247.970897504955,-0.144963141214248,0.0344414861134865
0.63,0.0344419075782644,-0.00464210498220072,0.0894564227289575,0.0616535772757818,-0.0132310764023612,-0.0321361595952342,-0.0981657080025926,-0.0465522172480801,2.61705109019401,-0.144963141214248,250.717567549009,-0.144963141214248,0.0344414861134865
0.64,0.0442119063942924,0.0148997892413559,0.0308063218545773,-0.0557772798034009,-0.035038608015049,-0.0308057191901478,0.0328499199628141,-0.0545986919890155,2.61705109019401,-0.144963141214248,242.782742977299,-0.144963141214248,0.0344414861134865
0.65,0.0442121204719221,0.0149002173966153,0.0308050367290811,-0.0557772798034009,-0.0350390858199429,-0.0308056900587023,0.0328505635745534,-0.0545975796439836,2.61705109019401,-0.144963141214248,242.782742977299,-0.144963141214248,0.0344414861134865
0.66,0.0442121204719221,-0.160969214147225,0.0308050367290811,0.766210377771655,0.117185338192307,-0.118883960282931,-0.678623833204571,0.35706720137755,2.61705109019401,-0.144963141214248,250.665380818234,-0.144963141214248,0.0344414861134865
0.67,0.0442123445841633,-0.160967615259369,0.0308036913649927,0.76620482999542,0.117183842030074,-0.118883353515064,-0.678618357526535,0.357065587445792,2.61705109019401,-0.144963141214248,244.919041900452,-0.144963141214248,0.0344414861134865
0.68,0.0344419410284503,0.0344394389961494,0.0894575873706013,-0.173197403106205,-0.0470582652186581,-0.012563516020095,0.105109826147452,-0.164170413985452,2.61705109019401,-0.144963141214248,239.730887372794,-0.144963141214248,0.0344414861134865
0.69,0.0344417169156538,-0.0534926074972651,0.148111483379544,0.179071047298079,0.0290517486231116,-0.0566011203324989,-0.229172232688933,-0.0385167399151257,2.61705109019401,-0.144963141214248,244.919041900452,-0.144963141214248,0.0344414861134865
0.7,0.0344412519660785,-0.00464432938396787,0.148112868903805,-0.0557603952060821,-0.0132288227221078,-0.0321367061442945,-0.0259137202414724,-0.156125342951428,2.61705109019401,-0.144963141214248,250.717567549009,-0.144963141214248,0.0344414861134865
0.71,0.0735235485630445,-0.0241808950845754,-0.0864999440767881,0.0616453359942766,-0.0158919269101817,-0.0757487593263087,-0.010036765914913,0.105743326527512,2.61705109019401,-0.144963141214248,242.782742977299,-0.144963141214248,0.0344414861134865
0.72,0.0344417269508195,-0.00464490471758407,0.0894589528164431,0.0616684116038459,-0.0132285626200903,-0.0321374054054865,-0.0981798150179656,-0.0465469779018359,2.61705109019401,-0.144963141214248,242.782742977299,-0.144963141214248,0.0344414861134865
0.73,0.0539825106483394,-0.0925740745439763,-0.0278474135136808,0.413924278966423,0.0530925069450147,-0.0930873591840768,-0.344327222793976,0.231403437312981,2.61705109019401,-0.144963141214248,247.970897504955,-0.144963141214248,0.0344414861134865
0.74,0.0149002173966153,-0.024180092291797,0.206765299064814,0.0616421198738303,0.0134668954498361,-0.0250067204696938,-0.156905983231277,-0.148095078466935,2.61705109019401,-0.144963141214248,244.977027156994,-0.144963141214248,0.0344414861134865
0.75,0.0539825039584133,-0.00464280742386713,-0.027847373353508,0.0616570747961643,-0.0230167167176099,-0.0490499454223603,-0.039421087343043,0.054982260300952,2.61705109019401,-0.144963141214248,239.730887372794,-0.144963141214248,0.0344414861134865
0.76,0.0442118662547369,-0.0730337123090106,0.0308065628156075,0.296501582759228,0.0410725731197504,-0.0748442114574322,-0.272066447241965,0.121828080409954,2.61705109019401,-0.144963141214248,244.919041900452,-0.144963141214248,0.0344414861134865
0.77,0.0149004749584858,0.0149043383865442,0.148111322738859,-0.0557989483465517,-0.0203629041988773,-0.00543282516895439,-0.025879576086442,-0.156143312702215,2.61705109019401,-0.144963141214248,248.023084235768,-0.144963141214248,0.0344414861134865
0.78,0.0442113377505882,0.0148991737681701,0.0308097354691786,-0.0557741440924758,-0.0350377905039911,-0.0308055352375048,0.0328454962431722,-0.0546000762405034,2.61705109019401,-0.144963141214248,242.782742977299,-0.144963141214248,0.0344414861134865
0.79,0.0442121204719221,-0.0730341705703238,0.0308050367290811,0.296501341557364,0.0410728424533924,-0.0748446610007535,-0.272065474179878,0.121829280521864,2.61705109019401,-0.144963141214248,242.782742977299,-0.144963141214248,0.0344414861134865
0.8,0.0344409509194117,0.0344409509194117,0.0894605592233151,-0.173202388082555,-0.047059078006617,-0.01256190183188,0.105112652559653,-0.164175482840532,2.61705109019401,-0.144963141214248,247.970897504955,-0.144963141214248,0.0344414861134865
0.81,0.0442123914136449,0.014898320804556,0.0308034102437898,-0.0557707671796871,-0.0350375799098298,-0.0308068744174266,0.032845741119763,-0.0545929102059195,2.61705109019401,-0.144963141214248,244.977027156972,-0.144963141214248,0.0344414861134865
0.82,0.0539816576825038,-0.141426640894794,-0.0278439396571467,0.648776183971081,0.0953774500232271,-0.117552780264879,-0.547605880289815,0.349018082247504,2.61705109019401,-0.144963141214248,239.730887372794,-0.144963141214248,0.0344414861134865
0.83,0.0344409308501888,0.0344398203235934,0.0894606194619072,-0.17319893076692,-0.0470580893643149,-0.012562450681656,0.105109629899106,-0.164173803500393,2.61705109019401,-0.144963141214248,244.919041900452,-0.144963141214248,0.0344414861134865
0.84,0.0344420480672635,-0.0046399274127019,0.0894555793620211,-0.0557840336423023,-0.0132330315647093,-0.0321351906337934,0.00348326421930625,-0.105366151864718,2.61705109019401,-0.144963141214248,244.977027156889,-0.144963141214248,0.0344414861134865
0.85,0.0344403488271911,0.0344383585761741,0.0894657800389645,-0.173191935726181,-0.0470565326569586,-0.01256267897641,0.105100990815357,-0.16417476702646,2.61705109019401,-0.144963141214248,239.730887372794,-0.144963141214248,0.0344414861134865
0.86,0.0149002173966153,0.190766457845795,0.148112868903805,-0.995176216368445,-0.172580870218632,0.0826420059780588,0.787201049216279,-0.626600057192082,2.61705109019401,-0.144963141214248,239.730887372794,-0.144963141214248,0.0344414861134865
0.87,0.0344409040904866,-0.00464308840075564,0.0894606997822462,0.0616580396302931,-0.0132297226378744,-0.032135783534749,-0.0981717124275304,-0.0465536844473802,2.61705109019401,-0.144963141214248,247.970897504955,-0.144963141214248,0.0344414861134865
